Jeannie,Diulas: 17 Feb 2022,5.05.0Luar Biasa,"Deluxe Pool View King Room · 2 Dewasa, 2 Anak · 2 Malam",Tampilkan Bahasa Asli,Kami memiliki pengalaman menginap 3D2N yang luar biasa di sini! Semua staf sangat ramah dan penuh perhatian. Ada begitu banyak kegiatan untuk anak-anak terlibat dan kami bahkan tidak perlu meninggalkan hotel sama sekali. Satunya downside adalah bahwa pilihan makanan sangat terbatas.
Xue Qi Andorria,Diulas: 16 Feb 2022,4.55.0Luar Biasa,"Deluxe Sea View King Room · 2 Dewasa, 1 Anak · 1 Malam",Tampilkan Bahasa Asli,Semuanya baik. Fasilitas ramah anak dan bersih dan teratur.
Pang,Diulas: 13 Feb 2022,4.35.0Sangat Baik,"Deluxe Sea View King Room · 2 Dewasa, 1 Anak · 1 Malam",Tampilkan Bahasa Asli,Hotel dengan pemandangan laut yang indah dan akses mudah ke pantai. Kamar yang luas dan berbagai macam fasilitas untuk keluarga.
SHAZREEN BANU,Diulas: 10 Feb 2022,5.05.0Luar Biasa,Deluxe Sea View King Room · 4 Dewasa · 1 Malam,Tampilkan Bahasa Asli,mencintai segalanya. aktivitasnya banyak dan layanannya luar biasa
Darren,Diulas: 10 Feb 2022,4.85.0Luar Biasa,Deluxe Sea View King Room · 2 Dewasa · 1 Malam,Tampilkan Bahasa Asli,pengalaman menginap yang luar biasa dengan pemandangan yang indah. waktu yang menyenangkan untuk keluarga :) sangat direkomendasikan
Mohamed Fasle,Diulas: 9 Feb 2022,4.85.0Luar Biasa,"Deluxe Sea View Twin Room · 2 Dewasa, 1 Anak · 1 Malam",Tampilkan Bahasa Asli,Menginap yang menyenangkan bersama keluarga.. perhatikan bahwa pengiriman makanan membutuhkan pengemudi untuk memiliki mobil..
CATHERINE,Diulas: 9 Feb 2022,4.85.0Luar Biasa,Panoramic Sea View King Room · 2 Dewasa · 2 Malam,Tampilkan Bahasa Asli,"Menikmati tinggal di Shangri-La, banyak kegiatan untuk membuat anak-anak Anda sibuk terutama di Toots Club di mana staf mengatur kegiatan untuk mereka. Kolam renang besar dan bersih. Pemandangan laut yang indah. Satu masalah kecil kecil yang saya miliki adalah ketika voucher Klook di Kamar King sepertinya tidak terdaftar di sisi Hotel. Staf hotel responsif dan mengubahnya dari Twin menjadi King, namun ketika saya di Hotel, sepertinya informasi itu sekali lagi tidak diterjemahkan. Tapi selain itu semuanya luar biasa dan pasti akan mengunjungi lagi!"
Salvacion,Diulas: 7 Feb 2022,5.05.0Luar Biasa,Deluxe Sea View Twin Room · 2 Dewasa · 1 Malam,Tampilkan Bahasa Asli,Kami menikmati masa tinggal kami di sini karena ada banyak kegiatan dan fasilitas yang akan membuat anak-anak terhibur. Semuanya sempurna dan staf sangat baik.
C,Diulas: 2 Feb 2022,4.85.0Luar Biasa,Deluxe Sea View Twin Room · 2 Dewasa · 2 Malam,Tampilkan Bahasa Asli,"Staf sangat ramah dan membantu. Kami bersenang-senang selama menginap terutama fasilitas yang disediakan seperti klub mainan, seni dan kerajinan, kegiatan olahraga laut. Ada beberapa restoran di dekatnya dan 7-11 juga. Secara keseluruhan pengalaman menginap yang menyenangkan."
Wen feng,Diulas: 1 Feb 2022,5.05.0Luar Biasa,"Deluxe Sea View King Room · 2 Dewasa, 2 Anak · 1 Malam",Tampilkan Bahasa Asli,ini adalah pengalaman menginap yang luar biasa &amp; menyenangkan. Staf hotel telah memperhatikan detail kecil ketika kami memiliki bayi dan balita untuk hadir. ada banyak kegiatan untuk menjaga anak-anak diduduki. penyajian makanannya luar biasa dan ramah anak-anak. akan kembali lagi untuk next stay cation
Mastura,Diulas: 29 Jan 2022,5.05.0Luar Biasa,Deluxe Sea View King Room · 2 Dewasa · 1 Malam,Tampilkan Bahasa Asli,"Pasti akan memesan lagi. Resor terbaik di Singapura. 2 anak saya suka sarapan prasmanan, klub anak-anak, dan kolam renang. Semua staf menyambut Anda dengan senyum &amp; sangat ramah."
Evonne,Diulas: 29 Jan 2022,5.05.0Luar Biasa,Deluxe Sea View Twin Room · 2 Dewasa · 1 Malam,Tampilkan Bahasa Asli,Layanan sangat baik n staf. Saya terkejut dengan kue ulang tahun. Saya sangat senang n puas.
mai phuong,Diulas: 21 Jan 2022,5.05.0Luar Biasa,Deluxe Sea View King Room · 2 Dewasa · 2 Malam,Tampilkan Bahasa Asli,Staycation terbaik yang membuat saya mengulanginya lagi dan lagi…
Natassja,Diulas: 4 Jan 2022,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Serius mengalami sindrom penarikan dari tempat ini. itu membuat Anda merasa seperti Anda jauh dari sg. staf luar biasa, kamar luar biasa, sarapan enak, fasilitas kami luar biasa. keseluruhan menyenangkan di sekitar! poin plusnya adalah semuanya sangat dekat seperti kereta gantung. bus gratis ke vivo."
Ling Chie Jane,Diulas: 1 Jan 2022,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Proses check in lancar dan hotel sangat bagus. Semua kegiatan direncanakan dengan baik. Staf menampung. Fasilitas terpelihara dengan baik dan kami bersenang-senang. Akan kembali!
Joelyn,Diulas: 31 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Menginap yang menyenangkan, merencanakan perjalanan untuk ulang tahun ayah saya. Hotel ini bagus untuk menyiapkan kue di kamar. pantai yang bagus dan tempat yang bagus untuk beristirahat dari pekerjaan dan kota."
Katherine,Diulas: 30 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pengalaman yang sangat bagus anak-anak menikmati semua kegiatan di hotel. Harus memesan semua kegiatan secepatnya.
Wen Hui,Diulas: 27 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Kamar yang bagus hanya sedikit bising karena ada tamu yang mengadakan pernikahan di sana.
Rayson,Diulas: 23 Des 2021,5.05.0Luar Biasa,Panoramic Sea View King Room · 2 Dewasa · 2 Malam,Tampilkan Bahasa Asli,"Menginap yang fantastis di Shang Sentosa, pemandangan tepi pantai yang menakjubkan"
Sylvia,Diulas: 20 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"menikmati waktu di Shangri la Sentosa, kolam renang &amp; pantai adalah alasan utama mengapa kami memilih untuk menginap di hotel ini lagi. jika tidak, Makanan bisa lebih baik?"
Muhammad Fauzi,Diulas: 20 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Punya waktu yang indah dengan keluarga. Anak-anak tidak akan pernah bosan karena ada banyak kegiatan yang bisa dilakukan
Ho,Diulas: 19 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Hotel telah ada selama bertahun-tahun sehingga ruangan dan sekitarnya terlihat lelah. Meskipun demikian layanannya bagus dengan banyak kegiatan untuk dilakukan anak-anak. Sarapan yang baik dengan jenis makanan yang baik. Ada taman bermain indoor, taman bermain outdoor, taman bermain mini di pantai dan 3 perosotan di kolam renang. Banyak aktivitas yang bisa dilakukan anak-anak. Tidak ada satu saat pun mereka akan bosan."
HY,Diulas: 17 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Hotel yang bagus untuk menginap dengan pantai pribadi dan aktivitas laut gratis. Kamar yang nyaman dengan pemandangan laut yang indah. Pilihan sarapan yang baik. Anak-anak sangat menikmati staycation mereka.
Ying Rui,Diulas: 17 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pengalaman yang fantastis! Terima kasih! Aku merindukan Sentosa. Berharap untuk segera kembali
YUHENG,Diulas: 16 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,tempat yang bagus untuk tur keluarga dengan anak kecil?
Lye Kuen,Diulas: 15 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Resor tepi pantai satu-satunya di Singapura dengan lingkungan yang indah, kolam renang yang bagus, dan fasilitas anak-anak seperti seluncuran air, taman bermain dalam ruangan toots club, olahraga laut, dan aktivitas pantai. Saya jatuh cinta dengan pantai pribadinya! Mengalami papan dayung pertama kami, tidak bisa mendapatkan cukup vitamin-sea! Makanannya juga enak, bahkan burung merak menyukainya dan sangat menyenangkan melihat mereka 'mencuri' makanan! [\u1f602] Semua stafnya ramah dan sangat perhatian! Memang, ini adalah kation pantai terbaik kami tahun ini!"
Yieng Hui,Diulas: 15 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Memeriksa lebih cepat dari yang kami harapkan. Bahkan kita perlu membuat reservasi untuk semua kegiatan tetapi itu berjalan lancar dan tidak ada kerumitan sama sekali. Pasti akan kembali lagi.
Sook Cheng,Diulas: 15 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Menjadi hotel bintang 6. Shangri-la tidak akan pernah mengecewakan Anda. Ini adalah tempat yang bagus untuk menghabiskan waktu jika Anda perlu istirahat yang baik dan tidak bisa bepergian ke luar negeri. Ada banyak kegiatan di sana. Anda dapat pergi untuk olahraga laut gratis seperti kayak. Pemandangan dari kamar menakjubkan. Kami pasti akan kembali lagi!
Eva,Diulas: 15 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Pertama, hotelnya sudah tua, tapi fasilitasnya masih oke. Kedua, check-in terlalu lambat dan aplikasi untuk reservasi tidak ramah pengguna, sangat buruk untuk digunakan."
Lyar win,Diulas: 15 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Shangrila selalu menjadi tempat favorit anak-anak saya untuk menghabiskan waktu. Hotel ramah anak-anak dan banyak kegiatan untuk anak-anak. Voucher Klook mudah digunakan dan akan berkunjung lagi
Chin Yee,Diulas: 14 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Pertama kali di hotel ini. Check-in cukup lancar, dan kami harus mengatur slot waktu kami untuk pantai, kolam renang, dan area bermain dalam ruangan balita. Si kecil sangat menikmati fasilitas di hotel. Meskipun demikian, kamarnya sedikit kuno dan kecil untuk ukurannya. Parkir selalu tersedia."
Bee Suan,Diulas: 13 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Resor yang bagus untuk keluarga dengan anak-anak. Kami menginap di lantai tiga, pemandangan terhalang oleh pepohonan sehingga kami tidak bisa benar-benar melihat kolam renang atau laut. Kami menambah dan meningkatkan kamar kami sehingga kami dapat memiliki tempat tidur sofa untuk anak-anak kami tidur. Meminta pengabaian peningkatan tetapi kami bukan yang beruntung. Kami memesan fasilitas kami 5 hari sebelum kedatangan. Sesi 2 jam untuk kolam renang, 1 jam untuk klub mini toots. Akses langsung ke pantai. Sarapan sangat baik. Satu-satunya penipu adalah, check-in. Kami mengantri selama 1 jam saat check-in, 5 konter buka, ada sekitar 8-9 grup sebelum kami. Kami melakukan check-in online dalam sehari tetapi prosesnya masih lambat. Secara keseluruhan, kami akan tetap kembali karena sangat ramah anak."
Adeline,Diulas: 12 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Pilihan hotel yang bagus terutama untuk keluarga dengan anak-anak! Senang menggunakan fasilitas seperti kolam renang dan pantai. Sarapan yang baik dengan berbagai untuk memilih dari. Staf yang ramah juga.
Jamilia,Diulas: 11 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Kamar luas dan nyaman. Pemandangan kolam renang dan laut yang indah. Kamar tidak memiliki bak mandi tetapi desain duduk di area pancuran. Saat pintu balkon dibuka, AC akan mati, jadi kipas angin di kamar sangat berguna untuk ini. Hotel yang menginformasikan ulang tahun dan tiba dengan kue ulang tahun cokelat yang sangat lezat menunggu kami di lemari es mini kamar. Sarapan pada prinsipnya dalam langkah-langkah jarak aman, menggunakan kode QR untuk menu, tetapi layanannya bisa lebih baik. Menu telur tidak termasuk telur rebus; kita harus meminta dengan staf layanan. Harus terus meminta sendok kecil, susu dan kecap dan merica karena mereka tidak termasuk ketika sereal dan telur disajikan. Kolam renangnya besar dengan kedalaman yang bagus dan jacuzzi. Bisa dilakukan dengan fasilitas mandi yang lebih baik di tepi kolam renang. Menerima email untuk check-in sebelum kedatangan dan kami telah melengkapi detail kami. Namun pada hari kedatangan, kami masih harus menunggu konter yang tersedia (2 dari prob 6 loket buka) dan masih memakan waktu untuk check-in, sehingga check-in pra kedatangan sepertinya tidak mengurangi waktu check-in sama sekali. Staf pemesanan terus bertanya dan mengkonfirmasi ulang tentang kami berempat berada di rumah yang sama, dari sebelum pemesanan di Klook hingga sekitar dua kali lagi saat memesan dengan hotel dan mengonfirmasi kamar. Ketika kami tiba, kamar mandi kamar king tidak ada handuk sama sekali. Harus menelepon dan meminta handuk berbeda yang kami butuhkan. Pintu ke kamar penghubung kami terkunci ketika kami tiba. Harus menelepon layanan untuk membuka kunci pintu. Hotel ini sangat bagus dengan pemandangan yang bagus dan lokasi yang bagus tetapi layanan ini memiliki banyak ruang untuk perbaikan. Secara keseluruhan tetap baik."
Jamilia,Diulas: 11 Des 2021,4.05.0Sangat Baik,,Tampilkan Bahasa Asli,"Kamar luas dan nyaman dengan pemandangan kolam renang dan laut yang fantastis. Perhatikan bahwa tidak semua kamar memiliki bathtub. Fasilitas kamar dalam kondisi kerja. Fasilitas hotel baik-baik saja terutama kolam besar yang bagus. Mungkin bisa menambahkan fasilitas shower yang lebih baik di sebelah kolam renang. Staf layanan saat sarapan membutuhkan lebih banyak pelatihan. Misalnya, mereka menyajikan telur setengah matang tanpa sendok kecil atau bahkan kecap dan merica. Mereka menyajikan kopi dan sereal tanpa susu, yang dianggap di bawah standar layanan. Secara keseluruhan pengalaman menginap yang menyenangkan di lokasi yang bagus."
,Diulas: 10 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Memiliki insiden kecil di kamar dan staf yang senang membantu dalam segala hal dan penuh perhatian dan menanyakan apakah semuanya baik-baik saja. akan senang untuk kembali dan menikmati staycation.
Alvina,Diulas: 9 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,anak saya merayakan ulang tahunnya yang ke-7 di sana! staf semua sangat ramah dan pengalamannya luar biasa!
Song Boon Raymond,Diulas: 8 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Seluruh suasana dan lingkungan di hotel sangat meriah dan bahagia. Itu benar-benar memberi kami perasaan bahwa kami sedang berlibur dan berlibur. Kolam renang sangat besar dan pemandangan pantai Palawan dan laut di luar sangat indah, terutama di malam hari!"
Hui Lee,Diulas: 6 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman menginap yang sangat menyenangkan, lingkungan dan fasilitas yang bagus.."
Amira,Diulas: 6 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Suka tempat ini banyak kegiatan yang harus dilakukan! tapi pastikan untuk memesannya setelah dibuka karena slotnya terisi begitu cepat! kami hanya berhasil mendapatkan akses pantai dan kolam renang. bagus untuk anak-anak!
Wen Waye,Diulas: 5 Des 2021,5.05.0Luar Biasa,Panoramic Sea View King Room · 2 Dewasa · 1 Malam,Tampilkan Bahasa Asli,Yang terbaik yang bisa Anda dapatkan untuk Beach resort di SG. Aktivitas pantai gratis dengan kayak dan banyak lagi. Kamar dengan pemandangan panorama menakjubkan. Makanan di restoran juga enak!
Jayne,Diulas: 5 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Pengalaman menginap yang menyenangkan!!! Hotel ramah anak-anak… Anak-anak bersenang-senang dengan taman bermain, kolam renang, dan permainan pantai…"
Nurfaezah,Diulas: 5 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,staycation yang bagus ... menyukainya ... n akan menantikan stayxation berikutnya di sana..
Hardy,Diulas: 5 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Menikmati diri kita sendiri sebagai sebuah keluarga dengan balita. Pengalaman hebat.
Laura Ann Ping,Diulas: 5 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,adalah pengalaman menginap yang menyenangkan! layanan hebat dan resor menawarkan istirahat santai.
WenQi,Diulas: 5 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Salah satu staycation terbaik yang kami miliki. Sarapan sangat luar biasa, Shangri-La pasti berusaha keras. Anak-anak menyukai pasir, pantai, dan kolam renang. Sangat dianjurkan."
Nur,Diulas: 4 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,Bagus sangat bagus kami menikmati kami tinggal di sini sangat bagus.. kami memiliki hari yang menyenangkan
Sey huay,Diulas: 3 Des 2021,3.05.0Baik,,Tampilkan Bahasa Asli,"Kebersihan dan fasilitas rata-rata, mengharapkan sesuatu yang lebih baik untuk merek. Memiliki kegiatan untuk anak-anak tetapi sangat cepat dipesan dan saya hampir tidak bisa pergi ke gym anak-anak"
Amrit,Diulas: 3 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"pengalaman luar biasa, kantor layanan tamu hangat dan ramah dan memberi kami kamar jauh dari lift karena bayi adalah penidur ringan. Fasilitas terpelihara dengan baik dan kolam renang adalah puncak dari masa inap. Pastinya liburan yang menyenangkan bersama keluarga dan si kecil. A harus tinggal untuk keluarga dengan anak kecil!"
June,Diulas: 3 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,anak-anak dan orang dewasa semua menikmati diri kita sendiri. ini adalah liburan yang sangat berorientasi keluarga yang terasa paling dekat dengan liburan jauh dari rumah.
Siew Woon,Diulas: 2 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Proses pemesanan yang sangat lancar melalui klook dan juga dapat mengklaim SRV kami. Lebih dekat dengan staycation kami akan menerima email dari resor untuk memesan fasilitas 5 hari sebelum kedatangan. Dengan senang hati kami berkomunikasi dengan staf yang ramah melalui email tentang beberapa keraguan dan permintaan khusus. Check-in cepat pada saat kedatangan dan mengejutkan kami bahwa kami ditawari upgrade kamar gratis ke junior suite karena kami memiliki 2 kesempatan untuk merayakan selama staycation kami. Shuttle bus berangkat tepat waktu dan tidak ada waktu tunggu, harap datang lebih awal atau tepat waktu jika Anda menggunakan shuttle bus resor. Semua barang baik dan bagus untuk membantu para tamu. Kami bersenang-senang karena semua kegiatan di luar ruangan berjalan lancar karena cuaca yang baik juga. Terima kasih Rasa Sentosa telah memberi kami kenangan indah!"
Huiting Lynn,Diulas: 2 Des 2021,5.05.0Luar Biasa,,Tampilkan Bahasa Asli,"Deluxe king pool view adalah ukuran yang bagus untuk keluarga dengan 4 orang dewasa dengan 2 orang dewasa di tempat tidur king dan 2 anak-anak berbagi tempat tidur sofa yang merupakan tempat tidur queen yang nyaman. Pergi pada Juni 2021 ketika semua restoran ditutup tetapi masih memiliki pengalaman yang baik memakan semua makanan kami di kamar. Anak-anak sangat menikmati waktu pantai dengan penyewaan kayak, SUP, dan perahu dayung gratis. Klub anak-anak juga menyenangkan meskipun slotnya terbatas."
