Jun 2019,"Kemarin (16 juni 2019), saya, istri dan 3 anak mengunjungi universal studio Singapura. Kami datang pagi sebelum universal studio buka supaya antriannya tidak begitu panjang. Anak2 hanya merasa bagus di transformers the ride: the ultimate 3D battle (antri 1 jam), light camera action hosted by Steven Spielberg dan water world show jam 13.00. Untuk makan yang cocok dengan anak2 susah didapat di dalam universal studio, jadi kami makan di luar universal studio (ada texas chicken, mc donals fll). Untungnya masih bisa masuk lagi asalkan melapor dan akan di cap tangan qt dengan cap warna ungu (tidak kelihatan dengan mata biasa)."
Jun 2019,"Kalau anaknya masih di bawah 5 tahun kayaknya jangan kesini dulu deh.  Ngabisin waktu, ngabisin duit kayaknya. Karna ga banyak tempat juga bisa dimasuki anak anak dengan tinggi dibawah minimal. Ga seru juga kalo mesti ganti gantian jaga.  Kalo ga mau antri lama lama bisa beli tiket universal express nya. Kami kemaren ‘kejebak’ antri luamaaaaaa di transformer the ride. Ampun itu, ada buanyak ruangan buat diantriin.  Kalo lupa bawa stroller, ga usah panik, disana ada stroller sewaan. Wajib pake stroller kalo punya anak, daripada nyesel anaknya capek jalan trus minta gendong dan jadi encok 😂  Jadi kalo bawa anak kecil gimana? Lebih baik cari tempat lain, karna di singapore masih banyak sekali yang di eksplor yang child friendly."
Feb 2019,"Universal studios singapore memiliki banyak wahana yang bisa ditumpangi dan salah satu wahana yang saya suka adalah transformers dan human alliance yang berupa roller coaster dan di universal studios singapore ini pun juga ada semacam tempat untuk membeli makanan jika lapar ,sayangnya untuk memasuki wahana yang terkenal harus antri yang panjang dan itu membuat kita menghabiskan waktu hanya dengan mengantri"
Jul 2018,Universal studio singapore tempat yang harus kalian kunjungi kalau berlibur di singapore tempat nya sangat bagus dan banyak permainan sangat rekomended
Apr 2019,"Sangat cocok untuk liburan keluarga, tapi beberapa permainan ada yang memiliki minimum tinggi badan."
Jun 2018,"Datang saat hari kerja adalah salah satu kunci untuk melihat USS tidak penuh sesak dengan wisatawan, walau tetap banyak turis yang berkunjung tapi tidak seramai saat liburan tiba. Biar nggak rugi datanglah dari pagi hari karna tempatnya luas banget dan banyak tempat wisata disekitar USS yang bisa dikunjungi."
Jun 2018,"Kalau ke singapore, ini tempat wajib banget buat didatangi! rasanya seharian aja nga cukup untuk mainin semua wahana. Sampe capek deh..tapi worthed banget!"
May 2019,"Ke Singapura nggak lengkap kalau nggak ke US. Sempetin disini seharian buat keliling-keliling. Datang pas buka, biar bisa nikmatin seluruh wahana. Sebisa mungkin jangan datang pas weekend, antrian tiap wahana panjaaaang, bisa sampai 70 menit. Ada time reminder di setiap entrance, biar bisa kira-kira bakalan masuk atau nggak. Beli tiket bisa online atau di loket. Tapi lebih menguntungkan via online karena murah dan banyak promonya. Nginaplah di hotel daerah Sentosa, supaya tidak jauh untuk datang kesini. Saya hanya butuh waktu 5 menit untuk nyampe kesini dengan shuttle bus hotel yang ready tiap 30 menit, begitu juga balik ke hotel. Banyak sekali toko suvenir dan restoran juga foodcourt yang bisa mampir sewaktu-waktu kalau capek jalan."
Apr 2019,"Love it, pas Elmo birthday. Cocok buat anak2. Kalau ke sini pakai baju yang nyamannn. Sepatu atau sandal yang enak dikaki Karena jalann terussss😆 permainannya ok."
Apr 2019,"Universal Studio Singapore, seperti kita ketahui ini adalah Universal Studio pertama di luar Amerika sebelum mereka membuka yang terbaru di Jepang. Berlokasi di Resord World Sentosa di Pulau Sentosa, taman bermain ini sangat luas dengan beragam wahana permainan. Usahakan datang dari saat taman buka yaitu jam 10 pagi, di hari libur taman tutup lebih larut yaitu jam 10 malam, tapi di hari libur antrian untuk wahana-wahana favorit bisa mencapai 1 jam lebih untuk ride yang tidak lebih dari 5 menit. Di tiap pintu masuk wahana ada informasi antrian berapa menit, cermati apabila ingin masuk, jangan lupa ambil peta di pintu masuk, untuk mempermudah mobiltas kita di dalam taman. Sempatkan untuk menonton atraksi Waterworld, karena menurut saya ini adalah atraksi terbaik di sini, atraksi favorit lainnya menurut saya adalah Transformers, Jurasic Park (siap-siap untuk basah), Battlestar Galactica Human vs Cylone dan juga Istana Far Fara Away. Selamat berlibur."
Apr 2019,"Tempatnya penuh dengan Permainan yang sangat menarik mulai dari untuk anak kecil hingga orang dewasa, di sini juga ada restoran, tempat belanja, dan semua petugas dari universl studio siap membantu jika diperlukan, keren.."
Apr 2019,"overall memang best.tapi,masa pagi had bad experience dlm game river raft.waiting dalam 1hour.then ada announcement kate ade issue dan game delay dan ambil mase yg lame.wth 🤬 kami dah beratur lame,then ada issue begitu,sepatotnye pihak RWS beri express pass pd yg menunggu lama utk game river raft tu. then bolehla kami waiting utk game yg lain pula. dahla ambil mase kat river raft,then,waiting utk game lain pon ambil mase yg lame..mmg kat situ je dah jammed la.masa dahla terhad. dpt main river raft semula pd lewat ptg sblm USS dah nak tutup😣 tak dapat nak main semua game.tiket dahla mahal.tp setiap game dapat main 1 sahaja?tu pon bkn semua game dapat kami main.meet&greet/tayangan2 seperti waterworld dan lain2,tak dpt nak tengok pon disebabkan ambil mase waiting utk game2 yg kene beratur tu😑 kire hnye beberape game shjla dpt main.dahla panas satu hal.please RWS🙏tingkatkan la lagi servis yang sedia ade ke tahap yg lebih boom setanding dgn harga tiket yg dah kami bayar"
Oct 2018,"Pas banget buat teman teman yang mau ajak anaknya liburan ... tiket ke singapore sih murah , tapi siapin budget extra ya, you gonna spend lots of money there , but thats fine , all for fun . . . Pokonya pas buat liburan keluarga"
Mar 2019,"Beberapa hari yang lalu saya ke singapura untuk mencoba Universal Studios, dan WOW! pengalaman pertama kali dan paling mengagumkan, wahananya sangat menantang dan memacu adrenalin, saya mencoba beberapa wahana seperti The Mummy Revenge, Battlestar Galactica, Transformer, dan beberapa wahana lainnya. Satu hal yang pasti yaitu saya pasti akan kembali!!!"
Mar 2019,"Rekomendasi untuk taman hiburan. Lebih baik datang saat weekday, supaya antrian saat masuk wahana tidak terlalu panjang. Datang pagi hari & keluar saat menjelang tutup, untuk dapat menaiki semua wahana serta menonton semua pertunjukan yang ada."
Sep 2018,"Kalau dana liburan kalian terbatas, cukup berfoto di depan icon universal studio Singapore ini. Di luar nya saja sudah bagus untuk foto2. Banyak spot foto menarik disini."
Feb 2019,masuknya cukup mudah dng beli tiket online ..suasananya rame bgt klu pas liburan ..yg paling capek antrinya panjang ..tiap permainan krg lebih 1-2 jam utk antrinya itu yg bikin capek ..tp it'ok utk over all ...cocok utk anak2 dan remaja bagi yg muslim tempat utk sholatx kecil bgt padahal wisata sebesar itu ..
Jan 2019,Untuk kedua kalinya kami berkunjung kesini sekaluarga bersama teman-teman. Cuaca yang cerah namun matahari cukup terik tetapi tidak mengurangi semangat kami semua berkunjung kesini.
Aug 2018,"mari bersenang-senang di sini. kali ini, saya hanya mengambil foto di globe uss. tapi masih bisa melihat begitu banyak orang di sini. Anda masih bisa membeli cenderahati tetapi harganya cukup mahal."
Nov 2018,"Universal Studio Singapore selalu memiliki daya tarik tersendiri untuk menarik wisatawan. Tak hanya anak-anak, orang dewasa ternyata tak kalah excited dengan berbagai wahana yg disediakan USS. Untuk tiket mudah didapatkan dari berbagai penyedia layanan perjalanan wisata dan harganya relatif lebih murah dibandingkan ots. Namun untuk berkunjung di USS disarankan untuk memakai pakaian yg nyaman serta sediakan payung dan kacamata untuk menghindari cuaca panas ataupun hujan. USS sangat tepat jika dikunjungi bersama keluarga atau dengan teman-teman."
Feb 2019,"Pergi ke Singapura harus banget ke Universal Studi Singapore (USS). Tiketnya bisa dibeli langsung di USS atau membeli melalui Traveloka/Klook (biasanya lebih murah melalui online). Perjalanan dari tengah kota ke Sentosa bisa menggunakan MRT ke Stasiun Harbourfront lalu menaiki Sentosa Express dengan biaya 4 SGD. Selain menggunakan Sentosa Express terdapat satu alternatif yang lebih murah yaitu menggunakan bis. Bis yang biasa dipakai yaitu RWS208 bisa naik melalui bus stand yang ada di Vivo City Shopping, biayanya 1 SGD. Sayangnya, kalian harus menyediakan waktu yang lebih untuk menunggu bis menuju Sentosa. Tips ke USS agar bisa mencoba semua wahana adalah sampai disana pagi-pagi lalu langsung mengantri di depan pintu masuk. Masuki dulu wahana yang biasanya ramai diserbu orang seperti Transformer dan Revenge of the Mummy (kalau sudah antriannya mengular biasanya mennggu hingga lebih dari 1 jam). Jangan lupa mambawa botol minum, di USS banyak sekali tempat untuk mendapatkan air. Selain itu, disarankan untuk membawa payung karena panas atau berjaga-jaga apabila hujan. Bawa juga uang yang berlebih, karena di dalam USS terdapat toko-toko souvenir yang lucu-lucu meskipun terkadanga harganya pricey dan makanan serta minuman yang dijual juga cenderung lebih mahal. Setidaknya makan dan minum saja harus merogoh kocek 10 SGD. Untuk yang suka banget makanan India, di USS ada toko makanan India yang menurut saya enak. Porsi makanannya pun besar dengan harga 16 SGD, untuk para wanita bisa makan berdua. Selamat menikmati liburan di USS!"
Aug 2018,"Bola dunia yang dikelilingi tulisan universal studio ini menjadi icon wisata di sentosa island Singapura, kamu yang suka selfie wajib mengabadikan moment di spot yang 1 ini. Nggak afdhal rasanya jika berliburan ke Singapura tanpa selfie disini. Selain itu, banyak wahana permainan dan pemandangan yang menarik disini. Ada pusat belanja oleh2 juga."
Jan 2019,Tempat yang wajib di kunjungi jika berlibur ke singapura. Tiketnya bisa dipesan langsung sewaktu di Indonesia ataupun membeli OTS namun harganya lebih murah beli di Indonesia. Disini sebaiknya seharian agar puas mencoba wahana permainannya.
Jan 2019,Ga lengkap rasanya jika ke Singapore tanpa mengunjungi Universal Studio Singapore. Tiket masuknya saya beli di Indonesia karena lebih murah daripada beli OTS. Disini banyak wahana permainan yg bisa dicoba.
Jan 2019,"Mengunjungi tempat ini bila ke singapore membawa anak2 kecil Jadi sebuah ""keharusan"" Hehe..  Anak2 menikmati beberapa permainan dan suasana di dalam lebih kurang mirip dengan US di tempat lainnya. Pada akhirnya saya lebih mereview biaya masuk sekitar 70 sgd buat dewasa dan anak2 lebih murah dikit. Catatan nya saya beli via online apps non Univ Studio site ya."
Apr 2018,"Universal Studio adalah salah satu bucket list untuk teman teman yang akan pergi ke singapore berfoto di depan bola dunianya dan merasakan pengalaman seru mencoba wahana wahana extreme nya, saya sudah sering ke singapore dan pasti di waktu yang mepet selalu menyempatkan berkunjung kesini, bagi teman teman yang mau kesini jangan lupa makan di food court nya ya banyak banget pilihan."
Dec 2018,"Universal Studio singapore mempunyai wahana yang lebih cocok untuk teenager dan adult, cuaca yang sangat panas disarankan untuk membawa topi dan botol minum untuk refill air minum yang mudah, disarankan untuk berkunjung pagi jam 10 atau sesudah jam 16 Pembelian tiket online di indonesia melalui bukalapak atau tokopedia sangat membantu kemudahan Musim natal dan tahun baru membuat anda harus sabar mengantri di tiap wahana (35-45 menit) kecuali membeli tiket vip Kebetulan kami datang pukul 13 sampai 18 saja karena kelelahan mengantri dan hanya dapat 3 wahana dengan harga tiket Rp.500rb - 700rb, menurut saya cukup rugi apabila anda tidak punya stamina yang baik Beberapa tempat baik untuk diambil sebagai background foto Banyak wahana baru di USS dan merchandise apabila anda suka berbelanja"
Aug 2018,"Tak lengkap rasanya kalau mengunjungi Singapura tidak mendatangi tempat ini. Lokasi sangat mudah dijangkau. Bisa jalan kaki, naik bus ataupun naik kereta. Tempat sangat luas, butuh waktu seharian untuk menjangkau seluruh wilayah disini . Walau tiket relatif mahal, namun tidak mengecewakan. Apalagi membawa anak-anak yang berusia diatas 8 tahun. Beragam permainan dapat dicoba menghunus sekaligus menguji andrenalin."
Dec 2018,"Sepertinya tidak akan cukup ke universal studio dalam sehari, kemarin sy hanya masuk ke sea world nya sj.. butuh waktu setengah harii... itupun udah pegel kaki heheehe  next trip pengen punya waktu 3 hari hanya di sentosa Island, biar main-mainnya puas  dari saran transportasi sdh bagus.. malah keren  makanan halal pun tidak sulit didapatkan..  yg serunya karena banyak toko coklat di sana.. gemesss"
Dec 2018,Sebagai tempat wisata Universal Studio ini pasti jadi tujuan berlibur terutama utk Keluarga. Banyak permainan dan hiburan disin sangat menarik sekali. Menurut saya USS ini tidak terlalu besar satu hari saja rasanya cukup kita nikmati ber wisata disini. Kalau kesini dalam cuaca Singapore yg panas jangan lupa membawa payung atau topi.
Jan 2018,"saya mengunjungi uss pada bulan mei 2015,,tempatnya bagus, modern,atraktif,, namun sayang prayerroom sangat kecil.. menurut saya permainan disini lebih banyak untuk orang dewasa, jika membawa balita atau anak2 hanya ada beberapa wahana.. pakailah sepatu yang nyaman karena tempat ini sangat besar.."
Jan 2018,"luar biasa sekali tempat ini, untuk backpacker seperti saya harga tiket masuk tergolong mahal tapi puas banget setelah apa tau di dalamnya jangan lupa berfofo di depan bola dunia universal yg iconic ini jika lapar beli KFC saja, karena disini mahal, untuk 1 buah ice cream Magnum saja harganya $6"
Mar 2018,"Saya pertama kali ke Singapura, dan saya langsung menuju tempat ini, Universal Studio di pulau Sentosa, Singapura.  Pertama kali saya agak heran karena area parkirnya di basement alias di bawah tanah, namun begitu naik kembali ke lantai dasar, saya takjub dengan pemandangan indah yang ada. Begitu banyak tempayt yang bagus, restoran dan tempat-tempat dengan pemandangan indah, serta berbagai area rekreasi yang banyak. Namun sayang, kami ke sini hanya sebentar, untuk makan siang dan sekadar jalan-jalan selama setengah jam saja.  Akhirnya, kami makan siang dengan makanan yang disediakan travel, mengambil tempat di tempat duduk di tengah area Universal Studio, dekat globe Universal Studio. Cukup nyaman karena tempatnya teduh namun terbuka, sehingga angin sepoi-sepoi pun menyambut kami yang sedang menikmati hidangan makan siang.  Adapun tempat, kami tidak sempat ke tempat rekreasi yang banyak, namun setidaknya banyak tempat-tempat bagus yang bisa difoto di sini. Sangat enak. Hanya saja, waktu yang terbatas membuat kami kurang menikmati perjalanan dan rekreasi di sini.  Secara keseluruhan, tempat ini sangat bagus untuk rekreasi, jika anda berkesempatan untuk mengunjungi Singapura. Maka ini menjadi salah satu tempat yang wajib dikunjungi di Singapura."
Nov 2018,Salah satu alasan kenapa banyak wisatawan datang ke SIngapura yaitu datang kesini. Menyuguhkan berbagai wahana dan atraksi yang menarik dari film2 karya Universal. Untuk datang kesini siapkan kamera anda untuk mengabadikan segala moment anda. Kalau datang siang hari sangat terasa panas teriknya jadi persiapkan topi dan payung anda. Ada beberapa kran air minum gratis disini dan juga food court serta toko oleh-oleh.
Feb 2018,"Fasilitas dan pelayanan cukup baik dan memadai, banyak air minum gratis yang dapat diisi di botol melalui keran, dapat menggunakan sky train gratis menuju pantai dan sebaliknya."
Aug 2018,"Datang ke singapore untuk mengunjungi sanak saudara dan menyempatkan waktu ke universal studio di hari sabtu. Sangat ramai sesak namun loket tiket di handle dengan baik sehingga antrian tidak terlalu panjang. Antrian yg sangat panjang adalah wahana di dalamnya dan sejauh ini wahana terbaik yg di mainkan adalah transformers the ride. Tidak di rekomendasikan datang ke sini pada hari weekend, sangat ramai dan anda akan menghabiskan waktu dalam hitungan jam hanya untuk mengantri wahana yg durasinya tidak sampai 10 menit."
Dec 2017,"Ada beragam pilihan wahana yang dapat dikunjungi. Masing-masing memiliki tema tersendiri. Ada beberapa wahana yang antriannya cukup panjang seperti Transformers. Namun sangat layak untuk diperjuangkan. Hampir semua spot dapat dijadikan tempat berfoto. Selain itu banyak toko yang menjual merchandise original. Jika lapar, ada berbagai pilihan tempat makan. Terdapat pula toko yang menjual aneka permen dan coklat. Jangan lupa berfoto di depan globe nya."
Jul 2018,"Mengunjungi Universal Studios di Singapura untuk yg ke sekian kalinya, tidak membosankan karena tersedia wahana yang cukup banyak dan menyenangkan, apalagi anak-anak kami sangat senang jika ke sana. Menjangkau tempat ini tidaklah sulit, dari Vivo City bisa menggunakan kereta (Sentosa Express) menuju pulau Sentosa."
Dec 2017,"Datang ke tempat ini sangat2 membuat saya menjadi rileks. Maksudnya, saya sangat bisa menikmati wahana2 dan show disana untuk menghilangkan stress saya"
Oct 2018,I love this country so much . Ini pertama kali saya dan teman teman sy ke singapur walaupun cuaca ny panas banget tapi tetap ngak bisa berhenti bilang kalau negara ini benar2 bagus dan bersih . Banyak tempat yang kami kunjungi salah satunya universal studio singapore ini . Dan menu makanan yang mall mall jg enak yah walaupun kata sy lumayan mahal . Belum kesampaian nyobain street food nya disini 😝😝 anyway kemaren ada coba makan di kfc ternyata rasanya beda hihihi sedikit lebih asin ketimbang yang di indonesia . Dan ngak akan lupa sama kejadian ketinggalan sepatu saya waktu foto foto di haji lane 😭
Oct 2018,"universal studio singapore adalah tempat untuk berlibur impian bagi travelers baru seperti saya, karena universal studio merupakan tempat rekreasi favorite di asia tenggara. wahana yang banyak yang membuat pengunjung betah berlama lama disana. saya sangat menikmati liburan di singapore, ini adalah pertama kali saya pergi keluar negri. saya sangat senang berlibur di singapore, karena disana sangat bersih dan sangat disiplin karena peraturan disana sangat ketat"
Aug 2018,Bagus tempatnya nyaman dan memang bagus untuk pergi bersama teman teman kerja dan cukup berkesan perjalan ini
Dec 2017,"lokasi lumayan jauh dari pusat kota, namun bisa diakses dengan MRT kemudian dilanjutkan dengan naik bus. tempatnya sangat nyaman untuk bermain dan berkumpul bersama keluarga. USS juga menjadi salah satu maskot dan wisata yang wajib dikumjungi jika berkunjung ke Singapore"
Nov 2017,"Wort it banget masuk ke wahana universal studio.Banyak atraksi permainan dan petualangan di dalamnya.Sayangnya ga ke sampean ke sea world,gara2 beli tiket online n mesti dituker dengan tiket fisik sebelum jam 4/5 sore(lupa)."
Jul 2018,"Awalnya saya sempat khawatir karena saya sendirian ke sini. Namun ternyata karena saya sendiri, saya jadi bisa lebih cepat naik ke beberapa wahana karena jalur single rider. Tidak hanya wahananya yang seru, banyak sekali tempat berfoto yang bagus di sini. Tapi sebelum pergi, lebih baik mengecek ramalan cuaca dan waktu kunjungan (apakah di hari yang ramai atau tidak)."
Aug 2018,"ini adalah salah satu theme park yg terkenal yaitu UNIVERSAL STUDIO, di dalam banyak sekali permainan menarik sprti untuk remaja maupun anak-anak, tempatnya agak panas karna open space, makanan d sni agak mahal jdnya di sarankan untuk makan dlu dan membawa minuman botol utk bsa di refil."
Jul 2018,"kedua kalinya berkunjung ke USS, pertama kali dengan pasangan di November 2015, dan yang baru saja di 27 Juli 2018 dengan sahabat baik. Oke, langsung saja, karena kami ala backpakers jadi hemat itu nomor 1, tentu saja kami membawa botol minum kosong ( karena tidak diijinkan membawa makanan & minuman dari luar ) supaya dapat kami isi di dalam. Hampir semua wahana kami naiki, karena kami sampai di USS dari belum buka, hingga sore hari, jadi kami memiliki banyak waktu disana. Tujuan utama kami ke USS yang sebenarnya adalah Minion Store + berfoto-foto ria dengan Gru & the minions. Cuaca saat itu sedang cerah, panas, terik, jadi satu deh, untung kami berdua membawa cadangan baju ganti karena saat itu baju yang kami pakai sudah basah dengan keringat."
Aug 2018,"Kesini lagi..ga akan pernah bosan..selalu seru. Tapi agustus ini bulan ramai..banyak tourist dari china yang tengah musim liburan. Saran saya kalo lagi musim ramai beli tiket express aja..lebih mahal..iya betul..tapi bayangkan anda bisa menghemat satu-dua jam dalam satu wahana..ini benerran. Yang lain antri 1.5 jam, express dengan jalur khusus hanya butuh 15 menit..jadi bisa explore lebih banyak. Soal permainan universal lebih banyak yang ekstrem ketimbang mainan balita...mainan anak paling show sesame street, madagascar, shrek dan wahana roll coaster di far far away, atau di permainan anak di jurrasic..kalo dewasa bakal lelah karena jejeritan dengan permainan yg nguji adrenalin..ypu must try cylon😁😁. Banyak pilihan makanan..keran minum gratis banyak..jangan lupa bawa wadah minuman..lumayan hemat 35 rb utk air mineral...😊😊"
Jul 2018,Kesan pertama melihat USS sangatlah takjub. dengan area yg sangat luas untuk area permainan. untuk kesini... siapkan uang yang cukup banyak. tiket masuknya cukup mahal kisaran 750rb s.d 1jt. blm untuk beli minum dan makanannya....
Jul 2018,Kalau pergi ke Singapore jangan lewatkan pergi ke Universal Studio Singapore yang berada di Sentosa di sini banyak wahana yang bisa dinikmati bersama keluarga di jamin puas meski harus antri tapi tak perlu khawatir. Antrinya masih tahap yang wajar bisa kita rasakan sensasi transformer yang bakal membuat anda ketagihan dan masih banyak wahana lainnya rollling coaster bagi penikmat adrenalisn rush
Jul 2018,"siapa yang tidak tahu uss, dengan fasilitas lengkap dan juga berkualitas cocok menjadi destinasi tujuan wisata anda di singapore, dengan harga tiket lumayan tentu worth it dengan fasilitas dan aktraksi yang didapat ya, luangkan wkt anda min 1 harian disini dan jg bisa beli tiket antri antre atas express line dengan merogoh kantong lebih dlm lagi ya. makanan sangat lengkap disini, hampir semua menu tersedia dari asian, Malaysia, indian food tersedia di uss, bagi pengunjung manula dan anak2 bisa juga menyewa stroller di depan pintu masuk ya. juga jgn lupa mempir ke pantai dan mal vivo yg bisa dijangkau dengan monorail saja dan free tentunya. jangan lupa bawa topi ya jika cuaca agak panas dan membuat anda sering kali haus, namun di tiap pojok tersedia minuman ringan dan snack yang lengkap. ok selamat berlibur ya. salam..."
Aug 2017,di uss bagus banget..wahana nya menegangkan.. yang gak punya cukup nyali buat naikin wahana nya sayang banget..banyak spot bagus untuk foto.
Jul 2018,"Wajib dikunjungi jk kesingapore, buat melepas penat, tempat bermain, tempat uji nyali yang suka tantangan naik roller coaster"
Jul 2017,"Dua kali ke Universal studio singapore ini, dan masih ingin kesana lagi. Keren banget, Antri berjam-jam terbayarkan dengan wahana yang keren banget. Sayang sekali, terakhir kesana hujan lebat dan petir sehingga wahana banyak yang stop, jadi merasa rugi :(( Tapi tetap suka banget sih disana.  Nabung lagi nanti supaya bisa kesana lagi"
Mar 2018,"Setelah sekian lama berencana akhirnya kami tiba juga di universal studio singapura, dengan 2 anak perempuan saya tentunya yang langsung heboh gembira bukan kepalang melihat berbagai tokoh2 kartun idolanya. Tidak ada yang kurang untuk setiap arena bermain ataupun pertunjukannya, selain restorannya yang kurang cocok mungkin untuk lidah kami."
Jul 2017,"Selain belanja, ke Singapore itu ya bermain di Universal Studios. Banyak banget wahana menarik dengan landscape theme park yang memukau. Wajib banget dateng kesini. Disarankan weekday agar tidak terlalu penuh."
Jan 2018,"Wahana wahana yang ada di dalam Universal Studios Singapore ini wajib dicoba semua. Semuanya bagus2, apalagi Transformers, Mumy, dan Jurassic Park..."
Jul 2017,"Banyak wahana permainan, banyak juga hiburannya dengan talent yg bagus2. Banyak spot foto. Cocok untuk liburan bersama keluarga, teman, ataupun acara kantor."
May 2018,"Saya mengunjungi USS bersama putri saya, kami berdua tiba pagi hari sehingga mempunyai banyak waktu untuk bermain. Kami menggunakan e-tiket dan proses masuk tinggal scan tiket dari HP, sangat mudah! Semua permainan sangat menyenangkan, waktu antrian juga tertera di setiap pintu masuk permainan. Kami sengaja memilih hari sabtu karena anda dapat menikmati parade dan kembang api. Handphone saya sempat tertinggal dan saya lupa. Kemudian saya ke bagian lost & found dan staff disana membantu menghubungi nomor saya itu. Sampai akhirnya diangkat dan saya mendapatkannya kembali handphone saya setelah verifikasi kepemilikan. Sungguh sangat aman dan baik tempat ini. Tempat untuk minum pun banyak tersebar di dalam area ini. Restoran dan tempat makan pun sangat bervariatif."
Mar 2018,Jalan jalan ke singapura tidak lupa singgah di universal studio. Liburan keluarga menjadi lebih baik dan indah karena wahananya cocok untuk anak anak maupun dewasa.  Tips dapat tiket murah! Beli di aplikasi seperti traveloka dan tiket.com atau di fave cebu travel.  Semoga experience saya disini membawa kesenangan untuk anda juga.
Apr 2018,"Saya sarankan anda untuk menyiapkan waktu 1 hari penuh untuk berkunjung ke sini,karena disini terdapat lebih dari 30 wahana permainan jika anda ingin mencoba semua wahana permainan yang ada. Anda juga bisa menyaksikan pertunjukan2 yang menarik di jam2 tertentu. Pertama datang kesini thn 2015,dan saya datang kembali 2018 ini belum banyak perubahan"
