date,user,review,attraction,source
2015-06,silviaoctaviani,"Dari taman bermain, kasino, restaurant, pantai, aquarium, semua ada. Bahkan toko permen yang besar juga ada. 1 keluarga pasti senang. Ke lokasi menggunakan boardwalk yang hanya membayar sebesar 1 SGD sambil menikmati laut singapura, lalu pulang dengan monorail gratis.",Resort World Sentosa,tripadvisor
2014-12,na82jc,Hawanya bener2 dingin sekali...keren deh pokoknya....didalam serba komplit....ada kasino...restoran....tempat main anak....jualan oleh2.....,Resort World Sentosa,tripadvisor
2015-02,albertusg2014,"Hanya kekaguman yang muncul ketika kita menginjakkan kaki di pulau ini. Pulau kecil di sebelah selatan Singapura bernama Sentos Island adalah surganya taman bermain yang sekedar untuk menghilangkan kejenuhan maupun sebagai tempat rekreasi bagi anak-anak. Sentosa island merupakan suatu kawasan taman bermain yang komplit. Karena semua ada di sini. Mulai dari Merlion raksasa / merlion sentosa, Universal Studio, Imbiah Lookout, Hotel atau Resort, Museum, Restoran hingga Pantai pun tersedia di pulau ini. Salah satu destinasi wisata yang patut anda kunjungi",Resort World Sentosa,tripadvisor
2015-01,malikid,"Kunjungan kami langsung dari pelabuhan Harbourfront dan lokasi ini dapat dicapai dengan menggunakan kereta dengan biaya SGD 4 atau bis dengan biaya SGD2.
Di tempat ini terdapat loker untuk penyimpanan barang sehingga kita memudahkan kita untuk keliling lokasi tanpa terganggu barang bawaan. Pembayaran secara tunai maupun kartu kredit melalui mesin yang ada.",Resort World Sentosa,tripadvisor
2014-05,deddypalguno,"Pulau Sentosa merupakan pulau yang penuh dengan berbagai atraksi wisata, yang paling terkenal tentunya adalah Universal Studio. Di samping itu juga terdapat pantai Siloso dan miniatur Merlion. Bagi para pelancong dari Batam atau Tanjung Pinang dapat langsung menuju ke lantai dua Vivo Center yang merupakan pelabuhan ferry, untuk menuju ke Pulau Sentosa dengan menggunakan monorail seharga 4$ Singapore. Bagi yang suka berjalan kaki sangat cocok untuk berwisata di sini karena tersedia trek khusus pejalan kaki yang asri dan nyaman. Wahana yang ada memang cukup mahal, namun bagi yang berkantong pas-pasan tak perlu masuk ke wahana tersebut, tapi cukup berjalan-jalan di sekitar pantai serta berfoto ria disitu gratis.",Resort World Sentosa,tripadvisor
2014-02,Dizzman,"Mengunjungi Pulau Sentosa menjadi salah satu agenda dalam perjalanan saya dan rombongan di Singapura. Salah satu atraksi yang sempat kami lihat adalah pertunjukan Song Of The Sea, yang menceritakan pencarian seorang putri oleh seorang pemuda. Dengan latar belakang beberapa rumah dipantai dan juga pelabuhan kapal, pertunjukkan selepas matahari terbenam menjadi salah satu keindahan di waktu sore menjelang malam. Dimulai dengan nyanyian sebagai ungkapan selamat datang dari pemain yang terdiri dari beberapa orang muda mudi.Kemudian para pengunjung yang menonton akan disuguhi aktraksi air mancur, pancaran lampu LED dengan konfigurasi yang warna-warni, dan tidak kalah serunya adalah pemainan api yang keluar dari beberapa tempat serta luncuran air seperti hujan, yang apabila dekat duduknya (didepan) akan tersembur air yang terlempar ke atas.

Atraksi show yang mengagumkan dan fantastis dengan air mancur dan permainan sinar LED yang berwarna - warni, menjadikan suatu momen pertunjukkan yang menghibur saat berkunjung ke pulau Sentosa.",Resort World Sentosa,tripadvisor
2014-07,irwan Widjaja,Pulau Sentosa menyediakan banyak sekali tempat-tempat yang sangat nyaman. Anda dapat naik monorail untuk sekedar melihat-lihat suasana di pulau tersebut. Terdapat juga Universal Studio. Di pintu masuk Universal Studio terdapat banyak toko-toko dan restaurant yang sangat nyaman dan bersih.,Resort World Sentosa,tripadvisor
2014-07,Daniel W,"banyak banget wahananya disini, salah satunya song of the sea dan crane dance, awalnya kurang tau letak crane dance sampai teman berikan informasi, dan saya datang melihat
ada casino dan beberapa hotel seperti resort
dapat menggunakan monorail atau bus ke tempat ini",Resort World Sentosa,tripadvisor
2014-04,Aldrige_Ricardo,"Menyempatkan diri untuk berlibur di Pulau Sentosa sangatlah pengalaman luar biasa. Penjemputan Bus yang tepat waktu dan sangat rapi, bersih dan aman. Informasi yang kita butuhkan sangatlah gampang untuk mencari. Setiap petugas di RWS selalu ada yang menghampiri dan siap membantu. Fasilitas yang sangat sangat lengkap. Tertata dengan baik, rapi dan sangat bersih. Kendalanya hanya cuaca yang sangat panas akan tetapi sangat menikmati suasana di Sentosa.
Selalu ingin berkunjung ke Pulau Sentosa.",Resort World Sentosa,tripadvisor
2014-04,arya-dwicandra,tempat wisata yang harus didatangi bila ke singapore. Meskipun uang di dompet anda pasti menipis karena segalanya disini harus bayar.,Resort World Sentosa,tripadvisor
2014-03,MansyahTanjung,"semua fasilitas di resort ini terlengkap yang poernah saya kunjungi,aman,bersih,menghibur,dan semua yang disuguhkan kepada pengunjung semua tertata dengan rapi.",Resort World Sentosa,tripadvisor
2014-03,Dessyriana,"Semuanya tertata rapi dan jelas. Ga mungkin kesasar deh di RWS. Banyak petugas yang siap sedia untuk ditanya. Lake of dreams letaknya dekat sama universal studio singapore. Sayangnya pas kesana crane dance tidak beroperasi krn masalah teknis. Padahal pengen banget lihat. Dari RWS juga dekat ke Sentosa Merlion Park. Petunjuknya detail , banyak yang jual makanan. Pokoknya puassss.",Resort World Sentosa,tripadvisor
2012-12,GratiaDei,"Hotel ini selain dekat dengan USS masih di area p santosa. hotel dengan kolam renang yang menyenangkan, kamarnya luas dan bersih.",Resort World Sentosa,tripadvisor
2012-06,srijati76,"tidak sempurna rasanya kalau kita berwisata ke Singapore jika tidak mampir ke Sentosa Island (Pulau Sentosa) di sana ada simbol negara Singapore yaitu White Lion. Patung White Lion itu berada di pinggir laut yang dibendung dan dari mulutnya keluar air yang memancar, di sana juga ada perahu yang bisa dinaiki wisatawan serta dikelilingi gedung gedung yang tinggi dan megah serta kelihatan sangat menawan dan yang perlu diperhatikan teman-teman! Dimanapun tempatnya selau bersih, tidak ada orang merokok sembarangan, tidak ada orang yang makan permen karet, tidak ada orang yang meludah sembarangan. Ooo...lalala

Gretings from me,

srijati",Resort World Sentosa,tripadvisor
