DELIMITER SEPARATION,web-scraper-order,web-scraper-start-url,user,date,rating,review
19,1650524515-19,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,wikan s.,8-Jul-16,10,"Kami sekeluarga sangat senang menginap di Amara sanctuary, pasti kembali jika menginap di semtosa lagi"
20,1650524515-20,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Nuning M.,6-Jun-16,9.4,"Hotel yang indah suasana indah, jadikan liburan keluarga jadi indah"
21,1650524515-21,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Deisy V.,21-May-16,8.4,"Hotelnya asik, sarapan enaaaak ada smoked salmon and camembert!!! Kamar lumayan luas, kmr mandi ok cm sayang gak ada jetshower wc haha! Menuju stasiun monorailnya hrs jalan tanjakan and turunan, olahraga dikit.."
22,1650524515-22,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,fienri b.,24-Apr-16,10,"Jaraknya deket banget sama resort world sentosa, jalan kaki sudah cukup. Saya berlibur dengan istri dan 2 anak saya yang masih kecil. Kolam renangnya beragam, dari mulai infinity pool sampai kolam anak kecil."
23,1650524515-23,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Nurfadhilah,9-Feb-16,9.1,"Suasana hening dan tenang, kamar bagus kamarnya besar sesuaiii lah pikoknya"
24,1650524515-24,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,marbenny m.,12-Jan-16,9.7,Pelayanan front office sangat baik. Kamar luas dan bersih. Jarak ke monorel atau ke merlion state tidak terlalu jauh bila jalan kaki
25,1650524515-25,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Laura A. M.,30-Apr-22,9.7,Menginapnya luar biasa. Semuanya baik. Terima kasih amara atas keramahannya yang luar biasa. Ingin menambahkan satu malam lagi tetapi tidak ada kamar yang tersedia.
26,1650524515-26,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Jean,27-Mar-22,5.9,"Jangan mencoba menggunakan kode QR untuk memesan kereta, itu tidak pernah muncul atau menggunakannya untuk mengajukan keluhan. Kami dapat mendengar setidaknya 2 kamar yang meledakkan musik pada jam 11 malam sampai hampir jam 1 pagi. Ketika kamar di atas kami menggunakan pancuran hujan pada jam 12 pagi, kedengarannya seperti mengebor. Itu terjadi sama ketika kami menggunakannya pada hari berikutnya. Dengan semua suara konstan itu, itu memengaruhi istirahat kami selama kami tinggal. Jika Anda memerlukan permintaan apa pun, sesuai dengan konter concierge, kami seharusnya menelepon mereka daripada menggunakan kode QR. Jadi apa gunanya memberi tahu kami untuk menggunakannya selama proses check-in kami. Kolam renang akses langsung dan kamar kami sangat terawat. Lantainya berdebu, kotor dan bernoda. Kipas langit-langit tertutup debu. Satu-satunya hal yang baik adalah suhu AC dapat disesuaikan dan dingin."
27,1650524515-27,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Zahra Y.,17-Mar-22,8.5,Akses ke kolam renang adalah fitur terbaik. Namun ubin kotor. Hal-hal harus diubah agar sepadan dengan harganya.
28,1650524515-28,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Tan P. L.,7-Mar-22,5.7,"Check-in adalah bencana. Meja depan membutuhkan waktu 30 menit untuk memproses pemesanan saya. Saya menunggu dari 14:15 hingga 14:45. Kamar baru siap jam 4 sore. Waktu check out adalah jam 12 siang. Diminta untuk menghubungkan kamar tetapi tidak mendapatkannya. Pahami bahwa ini hanya berdasarkan permintaan. Diminta untuk bak mandi bayi tetapi tidak di kamar ketika kami check in. Mencoba menelepon meja depan. Saluran akan selalu tersambung dan mengaktifkan mode speaker tetapi tidak ada jawaban. Kami dapat mendengar semuanya di konter check-in termasuk informasi rahasia tamu. Kami dapat mendengar bahwa bahkan pada jam 5 sore, meja depan memberi tahu orang-orang bahwa kamar belum siap dan memberikan voucher minuman gratis kepada semua orang. Kulkas di kamar tidak dingin dan tidak cocok untuk menyimpan ASI. Ruang keluarga terletak di kompleks terkunci lain di mana setiap kali Anda harus masuk dan keluar, seseorang harus pergi ke meja depan dan meminta untuk membuka pintu. Seperti yang dinyatakan sebelumnya, saluran telepon selalu masuk ke mode speaker di mana tidak ada yang menjawab tetapi kami dapat mendengar semuanya di konter check-in. Pengemudi kereta lupa menarik rem tangan dan kereta terbalik dan hampir menabrak suami saya dengan bayi. Layanan tidak ada. Pukul 4 sore diberitahu bahwa kamar sudah siap dan mereka akan mengirim barang bawaan ke kamar. Menunggu satu jam, bagasi tidak datang. Kita perlu memberi makan bayi. Mereka dengan jujur mengatakan kepada kami bahwa mereka kekurangan tenaga kerja dan jika kami ingin cepat kami harus melakukannya sendiri. Jadi suami saya menjadi portir yang memindahkan barang bawaan dengan troli hotel. Pengalaman yang luar biasa."
29,1650524515-29,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Lee F. H.,7-Mar-22,8.8,Petugas keamanan yang mengenakan pakaian hitam dan yang lainnya juga berpakaian hitam sangat membantu ketika saya tiba dengan ibu saya yang berusia 75 tahun. Mereka menawarinya kursi untuk duduk sementara saya menunggu untuk check-in di konter.
30,1650524515-30,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Sky H.,1-Mar-22,8.8,Kami memiliki pengalaman menginap yang menyenangkan di Suaka Amara. Staf yang hangat dan ramah. Dan kamarnya besar dan luas. Sarapan juga baik. Resor ini dikelilingi oleh alam dan bangunan kolonial yang bagus dan menyegarkan untuk dilihat. Masalah yang kami hadapi adalah pintu kamar mandi yang macet tetapi cepat diperbaiki oleh teknisi. Terima kasih. Padahal saya pikir ini harus diperiksa sebelum kamar diberikan kepada kami. Masalah lain yang kami hadapi adalah kurangnya makanan di sekitar area nanti malam. Sebuah mesin penjual otomatis atau sesuatu akan baik. Lain membawa beberapa makanan ringan bersama.
31,1650524515-31,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Dennison W. K. S.,28-Feb-22,5.5,"Jacuzzi yang dipenuhi nyamuk, kotor, dan bantal buruk yang membuat leher saya tegang keesokan harinya."
32,1650524515-32,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Kok M.,21-Feb-22,8.5,"Itu adalah masa menginap yang tenang jauh dari kota, tidak seramai hotel lain yang pernah saya kunjungi. Parkiran mobil agak jauh tapi OK untuk ya, check-in cepat, kamar di lantai 2 sedikit jalan kaki tapi OK juga untuk kami. Umumnya kamar bersih meskipun perabotannya sudah tua tetapi dalam kondisi kerja. Saya suka ranjang bayi sejati yang mereka siapkan untuk kami. Layanan tata graha harus sedikit lebih cepat. Saya meminta handuk tangan tetapi tidak pernah datang. Tapi umumnya masih hari yang baik, fasilitas yang mudah dipesan seperti kolam renang. Akan kembali!"
33,1650524515-33,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,chee l. k.,20-Feb-22,6.1,"Satu-satunya keuntungan adalah kita tidak perlu memesan kolam renang karena unit Terrance memiliki kolam renang. Kalau tidak, semuanya tampak rusak, papan kayu hilang, jalan setapak tidak cukup terang di malam hari."
34,1650524515-34,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Sev,6-Feb-22,8.5,"Menginap hanya okok. TV bukan TV pintar, jadi tidak dapat menautkan ke ponsel dan menonton Netflix di dalamnya. Pintu toilet agak susah dicabut. Kami meminta tempat tidur king tetapi mendapat 2 tempat tidur twin sebagai gantinya. Rumah tangga adalah OK saya pikir, kami tidak memiliki masalah dengan kebersihan. Tapi saya pikir untuk harga yang harus dibayar, kita bisa pergi untuk sebuah hotel yang lebih baik di kota."
35,1650524515-35,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,CHOW C. K.,1-Feb-22,6.3,Air air panas tidak berfungsi dengan baik.
36,1650524515-36,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Yew M. J.,30-Jan-22,6,"Untuk harga, fasilitas dan standar kamar sangat mengecewakan. Harganya setara dengan hotel bintang 5 di seluruh dunia. Umpan baliknya adalah:—-Tidak ada minuman selamat datang gratis. Tidak ada handuk wajah kecil. Baskom itu berceceran dengan air tetapi tidak ada handuk untuk dibersihkan. Paket kopi instan tidak dapat diterima. Setidaknya mesin kopi kapsul. Tidak termasuk sarapan adalah kemunduran lain karena harga akan dengan mudah menutupi sarapan mengingat jarak untuk pergi ke pusat makanan terdekat. Harap pertimbangkan bahasa Prancis saya untuk meningkatkan standar hotel."
37,1650524515-37,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Ravindran N.,16-Jan-22,6.4,"Tidak ada keluhan tentang akomodasi dan fasilitas. Semuanya memenuhi harapan tetapi berbuka puasa adalah kualitas yang sangat mengecewakan. Restoran Shuffle kosong pada kunjungan kami dan sarapan gratis adalah piring Shuffle Breakfast (piring telur orak-arik) atau Nasi Lemak atau Pancake. Kami mengambil piring dan sarapan disajikan dengan sangat baik (layak Instagram) tetapi rasa dan kualitas dibiarkan saja. Orak-arik telur terasa dilarutkan dan dingin, kacang panggang terasa asam dan ""mati"", porsi daging yang banyak juga ""asam"". Kentang goreng dan salad sisi sarapan adalah anugrah. Air jeruk nipis memiliki rasa yang astringen. Kopi baik-baik saja. Secara keseluruhan sarapan jauh di bawah par."
38,1650524515-38,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Royston S.,7-Jan-22,5.4,"Meskipun cepat melayani saya, meja depan tidak menerima permintaan saya untuk check-in lebih awal. Saya mencapai sekitar 1.30 hingga 2. Kemudian resepsionis mulai memproses dan memberikan saya minuman selamat datang dan kupon parkir, mengatakan saya bisa minum sambil menunggu kamar untuk siap tetapi tidak membimbing saya bagaimana menuju ke restoran daun jendela. Saya tidak sepenuhnya dikemas, jadi saya menyeret koper dan sepasang sepatu, dan tidak ada tawaran yang dibuat untuk menyimpan barang-barang saya di concierge. Setelah minuman saya, dia membawa kartu kunci saya dan saya pergi ke kamar, hanya untuk mengetahui telepon tidak berfungsi sama sekali. Wanita rumah tangga di luar baik untuk membantu saya mengingatkan meja depan dan resepsionis yang sama datang hanya meminta saya untuk menelepon nomor ini untuk setiap permintaan menggunakan telepon saya sendiri, dan menjelaskan bahwa sistem sedang down karena sambaran petir - seminggu yang lalu. TV memiliki beberapa saluran yang hilang juga. Saat check out jam 10 pagi, tidak ada seorang pun di meja depan selama beberapa menit. Saya melihat sekeliling dan seorang wanita sedang mengangkut sebuah keluarga, mungkin dari vila. Dia melihat saya dan dengan cepat memarkir mobil dan merawat saya. Sementara saya tidak berpikir itu adalah kesalahan staf sepenuhnya, saya pikir manajemen hotel di pulau Sentosa bisa lebih baik. Tolong lakukan yang lebih baik untuk mewakili kami kepada pengunjung kami. Terima kasih."
39,1650524515-39,https://www.traveloka.com/id-id/hotel/singapore/amara-sanctuary-resort-sentosa-89722?spec=22-04-2022.23-04-2022.1.1.HOTEL.89722.Amara%20Sanctuary%20Resort%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCpmHETtBAfpFGuH059I3W6IvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,Zhang L.,29-Dec-21,5.9,Lokasi luar biasa dan saya suka pemandangan dari balkon saya tetapi saya hanya bisa check-in jam 5 sore (bukannya jam 3 sore & saya bahkan meminta check-in lebih awal). Kamar sangat terawat dan hanya ada 4 handuk di kamar mandi. Tingkat kebersihan bisa lebih baik selama masa covid ini.
