web-scraper-order,web-scraper-start-url,user,date,rating,review
1650541494-215,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Rizaldy,21-Mar-18,9.4,"Roomnya bagus, lokasi yang baik untuk semua wisata di RWS Singapore. Thanks Festive Hotel"
1650541494-216,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Robin J.,15-Feb-18,9.7,lokasinya bagus dan mudah check in next time bakal menginap di sini lagi
1650541494-217,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Dennis F. A.,8-Jan-18,9.7,"tempat sangat strategis di sentosa island. ke uss, adventure water cove tggl jalan kaki"
1650541494-218,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,sugirun,4-Jan-18,8.4,Lumayan bagus kapan kapan mau kesana lagi.
1650541494-219,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Jamila I.,8-Dec-17,9.7,"Hotel yang bagus, dekat kemana-mana, pokoknya bakalan menginap di hotel ini lagi"
1650541494-220,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Toni T.,5-Dec-17,9.7,Kamarnya luas dan lokasinya ok banget
1650541494-221,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Vera V.,27-Nov-17,9.1,sangat memuaskan karena tidak.membuang waktu banyak jika menginap disini
1650541494-222,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Bir A. R.,2-Nov-17,9.7,"Sudah yang ketiga kali menginap disini, nggak kapok2..soalnya kamarnya ok.. Deket buat si bocah2 jalan2.. Liburan kali ini dapat bonus nih, soalnya kamar di upgrade secara cuma2"
1650541494-223,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Wenny W.,9-Oct-17,10,"Ok bgt,next pasti mau balik lagi"
1650541494-224,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,yoseph k. k. k.,3-Oct-17,9.4,Cocok buat keluarga berlibur seharian di Sentosa
1650541494-225,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Anggraeni,25-Sep-17,8.8,Tempat yang luar biasa. Sangat strattegis
1650541494-226,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,felix a. g.,27-Jul-17,8.5,Lumayan menyenangkan dan cocok buat jalan jalan
1650541494-227,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Tanti E.,19-Jul-17,9.1,Oke bersih deket tempat uss dan lainnya
1650541494-228,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,lukas,10-Jul-17,8.8,"Cocok untuk liburan yang bawa anak-anak, lokasi dekat ke semua atraksi di Sentosa."
1650541494-229,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Gunawan P.,8-Jul-17,10,Konek kemana mana... Universal studio dll... naik MRT dan Bus gratis...bisa early check in jam 10...pokoknya OK lah asal dapat harga dibawah 2.3jt
1650541494-230,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Irviana,1-Jul-17,10,"Hotel yang menyenangkan untuk liburan bersama keluarga. anak-anak senang stay at hotel, mau ke uss /s.e.a hanya jalan kaki."
1650541494-231,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,ALI L.,24-Feb-17,8.5,Tdnya saya diksh lt3 designnya kurang bagus. Aku minta ganti ke ganti lt 8. Design bagus.
1650541494-232,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,James P.,30-Jan-17,9.4,"Hotelnya bagus dan bersih, cocok untuk liburan keluarga karena satu lokasi dengan tempat hiburan keluarga (salah satunya universal studio)"
1650541494-233,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Dessy W.,24-Jan-17,5.2,"Kamar hotel kecil dan kotor, pelayanan kurang bagus."
1650541494-234,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Lioe m. t.,5-Jan-17,6.5,Kamarnya sudah nampak terlalu lama dan kami tidur di family room ada bau2 ompol.
1650541494-235,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Diono,21-Dec-16,8.5,Lokasi strategis tempatnya bsgus
1650541494-236,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Darmansyah,10-Nov-16,10,"Baik dan memuaskan, sangat cocok untuk liburan keluarga."
1650541494-237,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,BIRLAND,6-Oct-16,8.4,Kebersihan Kamar kuang memuaskan (Banyak debu-debu di ruangan yang tidak di lap/kontrol)
1650541494-238,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Hadi W.,15-Sep-16,8.8,Thanks to ms. Siu Ying diberikan upgrade room. Sampai berjumpa di liburan berikutnya
1650541494-239,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Toni,2-Jul-16,8.5,Hotel ok cepet jg.. Jam 10an Pgi nyampe dapt kunci .. Langsung bole masuk ..
1650541494-240,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Lini,22-May-16,7.3,"Overall okey, cuma tidak ada free wifi."
1650541494-241,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Sri A. J.,10-May-16,9.7,Strategis dan great swimming pool...
1650541494-242,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Sylvia S.,17-Jan-16,6.1,"Kamar deluxe yang saya dapat sangat darurat, sebuah hotel 5 star tapi tidak punya fasilitas lemari maupun fasilitas setrika. Hanya disediakan 3 biji hanger digantung diatas papan shelf. Sangat minim dan tidak sesuai dengan biaya yang sudah dibayar. Bahkan hotel bintang 3 saja bisa memberi fasilitas kamar lebih dari itu"
1650541494-243,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Suryana S.,24-Dec-15,9.7,Lokasi strategis ke tempat bermain. Hotel nyaman & bersih
1650541494-244,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Victor,14-Nov-15,10,Terima kasih free upgrade kamarnya
1650541494-245,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Marina O.,31-Oct-15,8.5,Di kamar mandi banyak binatang kecilnya..
1650541494-246,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Guest-nlfypt,19-May-15,7,Overall hotel sangat menyenangkan. Dekat dengan themepark dan food station juga shopping outlet. Bahkan ke monorail station juga bisa ditempuh dengan berjalan kaki. Mungkin sedikit masukan untuk variasi makan pagi supaya diubah. Sehingga tidaj membosankan. Regards..
1650541494-247,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Anonim,4-May-15,8,"Pelayanan yang memuaskan. Pihak memberikan upgrade kamar dari Deluxe ke Family Room, serta free breakfast. Pelayanan yang ramah dan reaponsif."
1650541494-248,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Winnath S.,10-Apr-15,7,Hotel bagus dan bersih.. Mau kemana saja mudah dan dekat
1650541494-249,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Anonim,2-Jan-15,4,"Sofanya kotor, banyak coklat and chips di lipatan sofa berarti ini sofa tidak pernah di-vacuum dan tidak ada fasilitas wifi and acara new year pun juga tidak ada."
1650541494-250,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Nanny K. Y.,21-Jan-20,9.7,"Tempat yang bagus, ambient yang baik, cocok untuk perjalanan keluarga"
1650541494-251,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,lea y.,13-Nov-19,8.5,Hotel ini sangat cocok bahkan untuk keluarga 5 orang! Hanya berjalan kaki dari Universal Studio dan restoran sehingga tidak ada masalah dalam menemukan makanan untuk dimakan anak-anak!
1650541494-252,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Vandi S. G.,7-Oct-19,8.4,Senang tinggal di sini. Tetapi mereka hanya memiliki sarapan di hotel hardrock dan Anda harus mengantri
1650541494-260,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Vina W.,7-Aug-19,8.8,Kamar yang luar biasa untuk anak-anak dan keluarga untuk menginap.
1650541494-261,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Adinda L. P.,19-Jul-19,6.3,Tidak begitu bersih dan suasana kamar cukup lembab.
1650541494-262,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Windy I. W.,12-Jul-19,4.8,"Check-in membutuhkan waktu lebih dari 30 menit, tidak masuk akal! Resepsionis tidak memberi kami tiket kereta sentosa sehingga kami harus membayar. Kamar kotor, berdebu, dan bau seperti muntah di sekitar stasiun dispenser (saya tinggal di lantai 4). Saya menemukan p ** padal di atas meja dan beberapa bug di toilet. Tidak layak dengan harga. Lebih baik cari hotel lain."
1650541494-263,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Oktaviani s.,10-Jul-19,5.7,"Saya sama sekali tidak terkesan dengan hotel ini, dibandingkan dengan harganya, itu benar-benar tidak sepadan dengan harganya. Tidak ada perasaan mewah, sarapan perlu pergi ke hotel lain yang sangat jauh, sarapan juga sangat standar, singkatnya hanya untuk satu kali kunjungan saja, pasti tidak akan datang lagi"
1650541494-264,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Albertus I.,7-Jul-19,9.7,Sempurna seperti yang diharapkan! Kamarnya bagus dan anak-anak saya menyukainya.
1650541494-265,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Lorensia s.,25-Apr-19,9.1,"Lokasi yang luar biasa! Di antara Hotel Michael dan berdekatan dengan Hard Rock Hotel; Ini adalah hotel minimalis yang sangat ramah lingkungan - jangan berharap layanan mewah penuh. Mereka menyediakan dispenser air dan mesin es di setiap lantai, botol air di setiap kamar untuk diisi ulang oleh tamu. Bahkan layanan handuk kolam renang menggunakan mesin penjual otomatis. Tapi secara keseluruhan pengalaman hebat. Kami punya kamar di lantai 8 di lantai tertinggi dan pemandangan indah dari balkon."
1650541494-266,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Linda,17-Mar-19,9.7,"Ruangan itu cukup luas untuk keluarga 2 dewasa dan 1 anak. Semuanya bersih. Terutama menyukai aroma dan rasa shower gel, sampo, dan mencuci tangan! Juga acungan jempol untuk upaya hotel untuk membuat dan mendorong kita untuk memperlakukan lingkungan dengan lebih hati-hati dan lebih sedikit sampah. 👍🏻"
1650541494-267,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Surapee M.,26-Oct-18,8.8,"Kamar bagus, bak mandi agak tua Dekat tempat itu"
1650541494-268,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,ni Nyoman d.,8-Oct-18,8.5,hotel yang nyaman ... dekat dengan universal
1650541494-269,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,surina,17-Jul-18,8.7,Lokasi strategis bagi kami. Perabotannya cukup tua. Tetapi ukuran kamar cukup besar dengan tempat tidur sofa dan kamar mandi besar. Pemandangan indah dari balkon. Layanan pelanggan yang tidak ramah menghadapi tamu yang antri.
1650541494-270,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Poppy V.,8-Jul-18,10,"hotel yang bagus, saya dapat melakukan aktivitas kami di satu area .. dekat dengan lebih banyak atraksi USS, akuarium laut, cove adventure .. dan hotel yang nyaman .. terima kasih"
1650541494-271,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Adina S. R.,5-Jul-18,9.7,"5 menit untuk menghibur hidup Anda (USS, taman air cove dan banyak lagi). Akan tinggal lagi 😁😁"
1650541494-272,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---festive-hotel-1000000504427?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504427.Resorts%20World%20Sentosa%20-%20Festive%20Hotel.2,Yudhi B.,27-Jun-18,9.1,1 hal yang tidak baik adalah tinggal di ruang keluarga tetapi tidak ada wifi ..
