web-scraper-order,web-scraper-start-url,user,date,rating,review
1650536731-789,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Anonim,19-May-15,4,"Room yang kami pesan sptnya tidak sesuai gambar, tidak ada sofa nya. Pelayanan saat breakfast juga tidak ramah kecuali sama orang bule."
1650536731-790,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Claire L.,7-May-22,9.1,Pengalaman menginap yang sangat santai dan menyenangkan :).
1650536731-791,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Wong S. H.,6-Apr-22,9.7,Senang tinggal di sini di One Marina.
1650536731-792,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Gayathri d. S. S.,6-Apr-22,6.1,"Pada pagi hari saya menginap, saya menelepon untuk memeriksa permintaan check-in awal saya. Staf yang menjawab panggilan itu tampaknya terburu-buru untuk memberi tahu saya bahwa itu tidak mungkin. Saya telah bertanya apakah saya dapat menelepon lagi nanti untuk memeriksa tetapi dia dengan sederhana mengatakan itu tidak mungkin dan tidak menawarkan untuk memahami niat saya dan mungkin memberi saya solusi. Saya juga bertanya tentang parkir. Saya diberitahu bahwa saya harus parkir di tempat parkir Anggota dan kemudian mendaftarkan kendaraan saya saat check-in. Dia berkata jika saya parkir di tempat parkir Pengunjung, saya akan dikenakan biaya dan mereka tidak akan dapat berbuat apa-apa. Itu seharusnya bukan cara untuk memberi tahu tamu tentang informasi parkir ini. Saya tidak ingin dengan sengaja parkir di tempat sampah Pengunjung dan dikenakan biaya. Selain itu, saya hanya tahu tentang ini karena saya memeriksanya sendiri. Jadi memberi tahu saya bahwa itu 'bukan tanggung jawab mereka' karena salah parkir tidak membantu tetapi lebih tidak peduli & tidak ramah. Telepon di kamar sangat membingungkan untuk digunakan. Ada panah di setiap digit untuk restoran dan tempat rekreasi yang berbeda. Tapi mereka tidak bekerja. Saya mencoba beberapa kali untuk menekan tombol-tombol itu dan salurannya tidak tersambung sama sekali. Itu agak membuat frustrasi. Saya harus menelepon resepsionis utama untuk meminta bantuan. Wanita itu berkata saya bisa mencoba ekstensi. Tetapi nomor ekstensi tidak ditunjukkan di mana pun di ruangan itu. Jika nomor ekstensi harus dihubungi, tombol sekali tekan ini tidak boleh dikonfigurasi di telepon kamar. Di toilet hanya disediakan satu set sikat gigi. Saya terkejut bahwa barang-barang seperti showercap, body lotion, kapas tidak disediakan. Ini menjadi hotel bintang 5, saya merasa itu kurang."
1650536731-793,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Said A.,28-Mar-22,9.4,Pemandangan marina sangat luar biasa. Tempat yang bagus untuk bersantai. Kamar yang luas & pribadi.
1650536731-794,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Catherine S.,17-Mar-22,9.7,"Kamar bagus, pemandangan indah, makanan enak!"
1650536731-795,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Christy,16-Mar-22,8.7,"Kamarnya bagus dan nyaman dengan pemandangan yang fantastis, hanya bagian yang jatuh adalah bagaimana mereka tidak mengizinkan check-in lebih awal atau check-out lebih lambat."
1650536731-796,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Justin G.,5-Mar-22,8.8,Ruangan itu besar tapi hotel ini rata-rata. Sarapan tidak fantastis tetapi secara keseluruhan dapat diterima mengingat SRV.
1650536731-797,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Ally L. A.,4-Mar-22,9.7,"Pesan kamar dengan pemandangan marina. Suka pemandangan & lingkungan. Kamarnya bersih & besar, pelayanannya juga bagus. Saya pikir satu-satunya keluhan kami adalah kamarnya cukup tua & membutuhkan perbaikan. Toilet memiliki bau kotoran (dapat ditanggung & tidak banyak mempengaruhi kami)."
1650536731-798,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,JORLYN C. K. L.,26-Feb-22,8.5,Pengalaman menginap yang menyenangkan dengan layanan yang luar biasa! Kami memiliki masa menginap 3D2N dengan pemandangan yang menakjubkan untuk boot!
1650536731-799,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Kelly,15-Feb-22,6.3,"Lokasi hotel bagus, fasilitas bagus. Saya suka kolam renang dengan jazzuci. Tapi kira hotel ini tidak cocok untuk keluarga dengan anak-anak. Karena hotel tidak dapat check out terlambat bahkan kami memiliki anak. Sarapan hanya disajikan untuk 2 orang. Tidak ada makanan gratis untuk anak-anak. Sikap layanan staf cukup cepat. Kopi dan teh tidak panas, beri tahu kami pesanan terakhir tetapi masih ada tamu yang masuk untuk sarapan. Mungkin mereka hanya baik dalam melayani dengan pelanggan tetap mereka. Akan kembali lagi jika ada kesepakatan yang baik dengan tidak ada sarapan."
1650536731-800,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Jesslynn N.,14-Feb-22,9.7,Memesan satu malam di ONE15MARINA dan saya sangat menikmati masa menginap saya jauh dari kota yang sibuk. Cintai pencahayaan alami yang menyinari bak mandi dari langit-langit. Saya suka konsep menggunakan botol kaca untuk menyajikan air minum gratis. Kamar luas. Sangat menantikan untuk datang kembali untuk staycation lain.
1650536731-801,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Valerie L.,2-Feb-22,9.7,"Saya awalnya sedikit khawatir tentang pemesanan staycation ulang tahun dengan One Degree 15 Marina Club ketika saya membaca beberapa ulasan negatif tentang itu. Tapi anak laki-laki, apakah saya salah. Itu adalah salah satu staycation terbaik dan paling santai yang pernah saya dan ibu saya miliki. Kamarnya cukup mendasar, tapi saya suka bak mandinya luas dan saya tidak tahu saya membutuhkan TV sambil berendam di bak mandi! Pandangan seperti yang dikatakan semua orang, sangat indah. Lingkungan pasti terasa seperti saya di SG. Kami juga memiliki berenang santai yang baik di kolam renang yang dirancang tanpa batas dan di area ""jacuzzi"". To top it off, layanan yang datang dengan itu melebihi harapan saya. Teriakan besar untuk Royston dari Latitude dan Aileen dari meja depan untuk layanan luar biasa dan kejutan kecil kecil yang membuat masa menginap saya sangat menyenangkan. Terima kasih banyak! Karena mereka, dan pandangan ""untuk mati untuk"", saya pasti akan kembali. Beri mereka mencoba jika Anda berada di pagar. Anda mungkin terkejut seperti saya. :) Psst. Di samping catatan, jika Anda seorang penidur ringan, Anda mungkin terganggu oleh beberapa suara dari kehidupan sehari-hari yang terjadi di luar dekat area kapal pesiar. Itu tidak mempengaruhi saya atau ibu saya, tetapi saya dapat melihat bagaimana hal itu dapat mempengaruhi orang yang tidur nyenyak, jadi perhatikan ini."
1650536731-802,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Felix H. S.,31-Jan-22,6.4,Kedap suara kamar sangat buruk. Kami bisa mendengar semua saputangan terjadi di sebelah. Dan tidak bisa tidur karena kebisingan.
1650536731-803,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Sam W.,20-Jan-22,8.8,Pelayanan yang baik dan pemandu wisata yang sopan! Terima kasih banyak!
1650536731-804,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Azzurra A.,18-Jan-22,9.1,"Kamar luas, pemandangan bagus, layanan mulus"
1650536731-805,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Ow Mui C.,13-Jan-22,8.5,Ruangan yang bagus. Senang bahwa ada pintu penghubung ke kamar orang tua saya. Nikmati kami tinggal di sana.
1650536731-806,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Ow C. H.,12-Jan-22,8.5,Tempat tidurnya kokoh dan bantalnya pas dengan nyaman memungkinkan tidur yang lebih baik. Bantal adalah salah satu dari jenis.
1650536731-807,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Cheng J. C.,1-Jan-22,9.1,"Saya dan keluarga saya memiliki 2 malam menginap di one15 marina Club untuk malam tahun baru dan itu bagus. Kami tinggal di pemandangan bukit, itu agak dekat dengan teluk pemuatan dan pengunggahan sehingga kadang-kadang bisa berisik. Meskipun demikian, layanan pelanggan adalah tip-top."
1650536731-808,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Chua Y. Y. S.,15-Dec-21,10,"Bersenang-senang di One Marina, kamarnya bagus dan lokasinya bagus, nilai uang yang sangat baik."
1650536731-809,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Ronnie C.,24-Nov-21,9.7,Hotel yang sangat bagus di Sentosa Cove.
1650536731-810,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Cynthia L.,22-Nov-21,8.5,Fasilitas mungkin telah melihat waktu yang lebih baik tetapi saya menghargai mereka tetap bersih. Layanan hebat dari meja depan untuk layanan sarapan. Bagus untuk siapa saja yang membutuhkan waktu tenang.
1650536731-811,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Ling L.,17-Nov-21,8.5,Tempat nyaman yang bagus untuk bersantai dan menginap
1650536731-812,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Koh H. H.,16-Nov-21,9.7,"Itu adalah pengalaman menginap yang menyenangkan meskipun hujan lebat selama menginap. Bus antar-jemput turun di depan hotel selama waktu hujan tetapi tidak ada jalan setapak yang terlindung, jadi bersiaplah dengan payung. Stafnya sopan dan menyenangkan, kamarnya nyaman, kamar mandinya besar. Bak mandinya rendah, tapi saya suka gayanya, jadi jika saya tidak ingin merendam seluruh tubuh saya, saya bisa merendam kaki saja. Area bathtub menggunakan pencahayaan alami sehingga sangat terang di pagi hari, siang hari tetapi sangat gelap di malam hari. Ada TV di depan bak mandi, tetapi mungkin terlihat di malam hari, di sore hari di mana matahari bersinar terang layar tidak terlihat. Ada penyimpanan dingin & 7 eleven di dekatnya, sangat nyaman. Bisa jalan kaki ke seberang dermaga di mana hotel W berada, di mana ada lebih banyak pilihan makanan."
1650536731-813,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Nurul J.,10-Nov-21,9.4,Saya memiliki pengalaman menginap yang baik jauh dari kota yang sibuk karena berada di area elit sentosa karena itu damai.
1650536731-814,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Cheng M. W.,10-Nov-21,9.4,"Kami disambut oleh 2 burung merak bebas berkeliaran pada saat kedatangan di pintu masuk lobi. Itu adalah pemandangan yang menenangkan, dan Klub memiliki perasaan yang sangat santai. Kamarnya tidak mewah seperti hotel tapi pasti cocok, terutama dengan 2 titik pengisian daya di samping tempat tidur. (ini adalah yang pertama di antara staycation saya). Ini bersih, dan apa yang Anda butuhkan, Anda mendapatkannya. Tempat tidur kembar tidak terluas, cukup sempit, tetapi bantal sangat nyaman. Kamar mandinya terlalu luas, Anda bisa melakukan yoga di dalamnya. Satu-satunya kemunduran mungkin cara pintu kamar mandi dan pintu shower berdiri terlalu tertutup. Mungkin kaitnya bisa berada di lokasi yang berlawanan, dan itu akan cukup sempurna. Secara keseluruhan, resor yang bagus merasa, dan menginap, kolam renang yang bagus, jacuzzi, dan gym yang lengkap, dan merasa seperti Anda berada di luar negeri dengan berjalan-jalan di sepanjang marina. Sangat direkomendasikan untuk liburan dari kota. Saya sengaja tidak melampirkan foto apa pun-Anda hanya perlu berada di sana untuk merasakan dan melihatnya sendiri :)."
1650536731-815,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Stella L.,27-Oct-21,5.4,"Ini adalah pertama kalinya kami menginap di hotel ini dan tidak pernah berpikir bahwa keseluruhan menginap di hotel ini akan menjadi tidak menyenangkan. Pertama-tama, kami telah meminta tempat tidur besar, dan mereka memberi kami 2 tempat tidur single gabungan sebagai gantinya. Ini sangat tidak nyaman untuk saya dan mitra saya karena ada lubang di antara tempat tidur. Serius tidak pernah mengharapkan ini dari hotel bintang 5 mengingat harga per malamnya tidak murah. Pasti tidak layak menginap per malam. Kedua, kami telah memesan kamar dengan pemandangan bukit. Mengacu pada gambar terlampir, kamar kami menghadap ke pos jaga dan ruang bongkar muat. Kami tidak dapat membuka tirai kami dan menikmati apa yang disebut ""Pemandangan bukit"" karena penjaga keamanan atau pejalan kaki mana pun dapat dengan mudah melihat kami di kamar kami. 0 privasi. Selama kami tinggal, kami hanya berada di kamar dengan tirai. Ini tidak ada bedanya dengan berada di ruangan tanpa jendela. Ketiga, tidak ada kedap suara di kamar, ketika kami mencoba untuk tidur, kami dapat mendengar orang berbicara di lantai bawah meskipun kamar kami terletak di lantai 3. FYI, semua kamar hotel terletak di lantai 3 kecuali suite. Kami memiliki malam yang gelisah karena kami tidak bisa tidur di malam hari dan bangun pagi-pagi sekali oleh suara truk di teluk bongkar muat. Selain itu, hotel ini hanya memiliki 1 lift yang dapat diakses ke Level 3. Pada 24/10/2021 malam, kami pergi makan malam di luar dan sekembalinya ke hotel, lift rusak. Oleh karena itu, kami menggunakan tangga. Keesokan harinya, lift masih belum diperbaiki sebelum kami check out. Jadi, kami membawa semua barang bawaan kami dengan tangga. Kami memang memanggil resepsionis untuk meminta bantuan dalam membawa barang bawaan tetapi mereka hanya memiliki kepala pelayan pada saat itu dan kami harus menunggu bantuan. Saat kami bergegas menjalankan tugas kami untuk hari itu, kami tidak bisa menunggu selama itu. Sesuatu yang perlu diperhatikan adalah bahwa layanan kamar mereka hanya sampai 21:30. Setelah makan malam di luar, kami tiba di hotel pukul 10 malam. Kami ingin meminta ember es dan gelas anggur tetapi ini tidak tersedia karena layanan kamar tutup pada jam 9:30 malam. Ini memalukan karena kami tidak dapat menikmati anggur kami selama staycay kami untuk pertama kalinya. Poin kecil lainnya yang ingin saya soroti adalah bahwa kami pernah menginap di SG selama periode COVID-19. Hotel lain dengan tarif per malam yang lebih murah dibandingkan dengan hotel ini, menawarkan 2 masker gratis bagi tamu untuk diganti keesokan harinya. Tapi hotel One 15 Marina hanya memberi kami 2 tisu basah. Dan kita perlu menggunakan kembali topeng yang sama seperti malam sebelumnya. Saya akan berpikir bahwa ini sangat tidak bijaksana dari hotel mengingat ini adalah hotel bintang 5. Dan sekarang saya bertanya-tanya apakah mereka benar-benar sepadan dengan bintang dan harga per malamnya?"
1650536731-816,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,XiuKang C. C.,21-Oct-21,6.7,"Saya memesan kamar hotel pada 13/10/2021 untuk ulang tahun saya. Pada 13/10/2021 sekitar pukul 1435, saya tiba di lobi hotel dan memberi tahu mereka bahwa kami akan check-in. Namun, kamar belum siap. Saya ingin menginformasikan bahwa saya telah memesan hotel sebelumnya bahwa saya akan membeli paket perayaan yang harganya sekitar S$58 + dan saya pikir itu sudah disiapkan. Ketika saya sedang menunggu dengan istri saya, saya dan istri saya melihat salah satu staf hotel membawa kue ke kamar saya yang saya agak kecewa karena ini telah direncanakan jauh sebelumnya. Untungnya, bunga-bunga itu dibawa ke hotel kamar yang dirancang yang saya hargai. Setelah itu, kami naik ke kamar kami, dan dekorasinya lumayan dan saya masih berhasil memberi kejutan kepada istri saya. Ruangan itu bersih, luas dan lain-lain. Layanannya juga cepat ketika kami meminta air tetapi saya terkejut ketika staf mengatakan kepada saya bahwa dua botol air yang mereka kirimkan ke kamar kami adalah dua yang terakhir. Saya ingin berkomentar bahwa air yang dikirim memiliki rasa yang aneh. Apalagi jika hotel tersebut merupakan hotel bintang lima yang mewah. Kami kemudian meminta keterlambatan check out tetapi kami diberitahu bahwa check out terlambat tidak tersedia dan kami dapat menelepon mereka lagi besok. Pada 21/10/2021, kami menelepon hotel yang memberi tahu kami bahwa check out terlambat tidak tersedia. Saya ingin menginformasikan bahwa saya cukup kecewa dengan ketidakfleksibelan manajemen hotel karena ini adalah hari jadi kami dan mengharapkan layanan yang lebih fleksibel dari manajemen hotel. Ini juga bukan pertama kalinya kami mengunjungi hotel ini. Sebelumnya, itu adalah hari ulang tahun istri saya dan kami menerima balasan template yang sama untuk keterlambatan check out. Saya berharap manajemen hotel dapat memperbaiki ketidakfleksibelan mereka dan akan menyiapkan kamar sebelumnya bila memungkinkan. Itu semuanya. Terima kasih."
1650536731-817,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Lin L.,9-Oct-21,10,"Pengalaman menginap yang luar biasa - bahkan kamar entry level hillview benar-benar bersih, dan bathtub dengan skylight sangat menyenangkan. Sorotan adalah sarapan di bistro lintang - wafel Amerika dan ayam utama dilakukan dengan sangat baik, dengan rasa yang enak pada ayam. Lokasi benar-benar terasa seperti kami keluar dari Singapura tetapi masih cukup dekat dengan semua atraksi Sentosa. Kami pasti akan datang lagi!"
1650536731-818,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,XY,7-Oct-21,9.4,"Kamar luas dan sederhana; Pemandangan / getaran benar-benar membuat masa menginap Anda luar biasa! Berjalan-jalan di sepanjang dermaga, makanan di Quayside Isle hanya beberapa menit. 7-11/Penyimpanan Dingin di sekitar, bus yang sering ke Vivocity/Sentosa tersedia untuk non pengemudi. Satu-satunya kekurangan adalah mesin Nespresso tidak bersih, tidak bisa mendapatkan secangkir teh setelah mengalirkan air melaluinya beberapa kali. Saluran TV cukup tua dan tidak memungkinkan penggunaan fungsi Netflix/mirroring/bluetooth sendiri. Secara keseluruhan, staycay yang sangat dihargai dan tentu saja terasa seperti liburan!"
1650536731-819,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Winnie,6-Oct-21,9.7,"Punya sekotak 4 potong cokelat sebagai acara spesial. Kamarnya luas dan nyaman. Terdapat command monitor yang cukup keras dan berisik saat dioperasikan. Tempat tidur lebih di sisi yang lebih lembut. Balkon adalah nilai plus untuk menawarkan pemandangan dermaga. Sarapan semi prasmanan, satu set yang barat atau Asia (dibuat sesuai pesanan) ditambah kopi/teh gratis, kue-kue, dimsum, dan sepiring buah. Kamar mandinya merepotkan, tidak ada pilihan selain naik ke bak mandi untuk mandi. Tidak cocok untuk balita atau orang tua."
1650536731-820,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Chua Y. Y. S.,4-Oct-21,9.4,"Menginap yang menyenangkan di One Marina, hotel ini memiliki semua yang saya butuhkan, kolam renang dan gym sangat bagus dan terawat dengan baik, dekat dengan banyak restoran bagus di Sentosa Cove."
1650536731-821,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Pei Z. L.,2-Sep-21,9.1,"Mendapat upgrade ke ruang keluarga pada saat kedatangan. Kamar sangat besar & nyaman. Secara keseluruhan kamar yang sangat bersih. Menikmati bak mandi & balkon. Satu-satunya kontra adalah mesin AC terus menyala & mati dengan suara keras. Cukup mengganggu pada awalnya. Tapi begitu Anda terbiasa dengan suaranya, tidak apa-apa."
1650536731-822,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Fir A.,26-Aug-21,9.7,Suasana luar biasa. Para staf sangat ramah dan membantu. Kamarnya nyaman dan kamar mandinya besar. Tinggal yang bagus.
1650536731-823,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,ZULKIFLI B. Z.,22-Aug-21,8.5,Pengalaman menginap yang luar biasa dengan layanan pelanggan yang baik.
1650536731-824,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Saritha V.,6-Aug-21,8.4,"Kami tinggal di One15 Marina selama satu malam untuk merayakan ulang tahun suami saya. Tempatnya bersih, stafnya sopan. Ini bukan hotel biasa dan bagian dari klub jadi sedikit berbeda. Yang mengatakan, meja depan sangat kooperatif - meskipun saya tidak dapat memberi mereka pemberitahuan 7 hari untuk dekorasi di kamar, mereka mengambil cetakan dari catatan ulang tahun dll dan meletakkannya dengan baik di dalam ruangan. Staf bistro membantu saya menempatkan meja restoran di kamar sebelum check-in kami sehingga kami dapat memesan (hanya dari menu yang tersedia saat ini) makan malam yang menyenangkan. Tidak ada pengaturan makan malam khusus yang mungkin, tetapi kami sangat menikmati masa tinggal kami. Bak mandi adalah menyenangkan. Ini membantu bahwa ada taman bermain luar ruangan kecil di dekat tempat putri saya yang berusia 6 tahun menghabiskan waktu satu jam. Ruangan itu bersih. Mencentang semua kotak untuk kami. Bagus untuk staycation singkat."
1650536731-825,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Joel L.,30-Jul-21,8.8,"Harga bagus dengan voucher menemukan kembali sg, kamarnya besar, pemandangannya bukan pemandangan laut tapi tetap saja tidak terlalu buruk. Kamar mandi juga besar. Tempat liburan yang sangat bagus. Beberapa menit berjalan kaki dari Cold Storage dan 7-11 sehingga Anda dapat membeli barang-barang yang diperlukan. Berharap dan berharap untuk mendapatkan harga bagus yang sama bahkan tanpa voucher diskon di masa depan."
1650536731-826,https://www.traveloka.com/id-id/hotel/singapore/one15-marina-club-2000000231463?spec=22-04-2022.23-04-2022.1.1.HOTEL.2000000231463.ONE15%20Marina%20Club.2,Bryan,26-Jul-21,9.3,"Ruangan itu bersih, staf yang sangat ramah, antusias dan efisien. Permintaan kami juga ditangani dengan segera, saya senang tinggal di sini :)."
