scraper,web-scraper-order,web-scraper-start-url,user,date,rating,review
308,1650876066-308,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tan,9-Mar-22,5.4,"Tempat itu tidak bersih. Kartu akses saya rusak dan harus diterbitkan ulang dengan yang baru. Pilihan sarapan gratis buruk, hanya 3 pilihan set sederhana."
309,1650876066-309,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,To Qiao J.,4-Mar-22,6.4,"Lokasi hotel besar. Dengan restoran dan sebagian besar atraksi hanya berjalan kaki singkat. Namun, pelayanannya kurang memuaskan. Staf tidak memberi tahu saya bahwa saya perlu membuat pemesanan untuk penggunaan gym dan kolam renang; Atau di mana melakukan pemesanan saat check in. Cukup mengecewakan karena informasi ini harus sangat mendasar sejak awal covid."
310,1650876066-310,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,ismadi86,1-Mar-22,5.6,"Sementara saya memahami masalah keamanan di tengah era pandemi Covid, harus ada cara yang lebih baik untuk menerapkan pemeriksaan identifikasi tamu selain verifikasi verbal dan ID foto setiap kali di lobi lift. Pengalaman tamu sangat terganggu. Belum lagi staf kasar yang berjaga di konter itu di lobi lift."
311,1650876066-311,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Yu Hui A. W.,25-Feb-22,9.7,Ruangan itu besar dan check-in cepat. Kru layanan ramah. Secara keseluruhan bebas rewel. Anak-anak saya suka staycation mereka dan ingin kembali lagi!
312,1650876066-312,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Sorlay T.,22-Feb-22,9.7,"Pengalaman menginap yang luar biasa. Berbagai macam tempat makan untuk dipilih. Satunya downside adalah bahwa banyak titik akses telah ditutup dan dapat menjadi tantangan untuk menavigasi antara hotel dan tempat parkir, terutama jika Anda belum pernah ke RWS sebelumnya."
313,1650876066-313,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tay C.,22-Feb-22,6.1,"Staf hotel yang ramah dan sopan, dan terletak di lokasi yang nyaman dengan berjalan kaki singkat ke beberapa restoran dan atraksi. Perabotan hotel tampak kuno dan kebersihan toilet dan kamar memiliki banyak ruang untuk diperbaiki. Kecewa karena kamar yang kami dapatkan berada di tingkat rendah (kami memilih kamar bebas rokok) dengan pemandangan ke area belakang USS dan tidak ada bak mandi. Area shower dan tirai shower memiliki jamur, dan kursi toilet memiliki noda. AC hanya bisa diatur pada 25 derajat celcius dan panas untuk tidur di malam hari, akan menyarankan Anda untuk menelepon meja depan untuk bantuan itu. Kami tidak melakukannya karena anak-anak kami sudah tidur."
314,1650876066-314,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Jean H.,10-Feb-22,6.2,Kamar hotel tidak seperti yang kami harapkan. televisi terlalu kecil. Sarapan sangat buruk dan bukan 'gaya prasmanan'. Dibayar per orang mendekati $30 dan tidak dapat diisi ulang. Porsi terlalu kecil untuk pemakan besar.
315,1650876066-315,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Stephanie C.,7-Feb-22,8.8,"Hotel ini sangat bagus untuk liburan keluarga karena dekat dengan USS, dan gerai makanan. Itu juga tepat di sebelah stasiun trem yang membawa kami ke pantai dalam beberapa menit. Menyenangkan untuk semua orang."
316,1650876066-316,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Nadine C. I. E.,2-Feb-22,8.5,"Semuanya bagus, kecuali AC tidak cukup dingin."
317,1650876066-317,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Salmah B. S.,31-Jan-22,8.5,"Proses check in cepat dan lancar. Terima kasih staf rumah tangga Ashikin, dia memang sangat membantu."
318,1650876066-318,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Seah S. H.,15-Jan-22,9.7,Layanan pelanggan yang hebat. Check-in cepat. Kamar bersih.
319,1650876066-319,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Roland S.,13-Jan-22,9.7,"Hotel adalah pengalaman yang baik. Sekitarnya tidak karena pembatasan COVID-19 telah mempersingkat waktu operasi restoran. Ketika kami mengunjungi restoran Cina pada jam 8.30 malam, kami diberitahu bahwa itu tutup. Mereka memang membantu dengan mengizinkan take out dan makanannya enak."
320,1650876066-320,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Christoper G.,8-Jan-22,8.8,"Pelayanan yang baik disediakan, ini adalah hotel yang bersih dan lokasi yang bagus."
321,1650876066-321,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tan Y. S.,5-Jan-22,9,"Meskipun tempat tidur berbau lucu, staf secara keseluruhan membantu dan ramah. Beberapa tamu yang tinggal di sebelah kami membuat banyak kebisingan di tengah malam dan saya senang bahwa staf segera bereaksi dan mencoba yang terbaik untuk membantu."
322,1650876066-322,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,James H.,1-Jan-22,5.8,Hanya hotel dasar untuk pemain kasino. Kamar masih belum tersedia meskipun check in jam 6 sore. Layanan kecewa secara keseluruhan.
323,1650876066-323,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Ng S. X.,28-Dec-21,6,"Kamar dan fasilitas oke tapi layanan buruk/tidak sesuai harapan. 1) Reservasi ranjang bayi. Setelah memesan masa inap di situs web, saya menelepon RWS untuk memesan tempat tidur bayi tetapi sepertinya permintaan ini tidak diberitahu/ditunjukkan dalam sistem mereka karena resepsionis hotel tidak menyadarinya. 2) Saya juga memberi tahu operator panggilan bahwa kunjungan ini dimaksudkan untuk merayakan ulang tahun pertama putra saya dan jika kami dapat meminta beberapa deco. Operator memberi tahu kami bahwa itu mungkin tetapi deco akan sederhana (pada dasarnya mendekorasi ruangan dengan beberapa balon). Yah, tidak ada yang terjadi selama kami tinggal ……. 3) Kamar bebas rokok/tempat tidur king. Semua ini diminta selama pemesanan di situs web. Saya bahkan pergi ke situs web RWS untuk memesan slot waktu check-in antara pukul 12 hingga 12.59 malam. Saat check-in, resepsionis mengatakan kepada kami hanya tersisa kamar merokok dan jika kami ingin kamar bebas rokok, kami harus menunggu sampai jam 3 sore. Kami setuju dan mengkonfirmasi kamar bebas rokok dengan tempat tidur king. Tebak apa? Kami datang pada jam 4 sore (memberi mereka lebih banyak waktu untuk bersiap) dan diberi kamar non-merokok tetapi tempat tidur ganda. Agar adil, ini akhirnya diselesaikan tetapi saya yakin semua ini dapat dihindari jika staf lebih memperhatikan permintaan / kebutuhan pelanggan."
324,1650876066-324,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Kristine P.,26-Dec-21,6,"Waktu tunggu terlalu lama menunggu 4,5 jam. Dimaksudkan untuk check-in lebih awal jadi saya membuat slot di situs web hotel untuk mencapai jam 12 malam. Tapi ternyata waktu check-in ke kamar jam 430 sore. Area konter check-in hotel penuh dengan orang-orang yang tidak benar-benar menjaga jarak aman."
325,1650876066-325,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Nur M.,24-Dec-21,9.1,"Memiliki staycation kami yang paling ditunggu di SG di hotel ini. Ada pembatasan yang diharapkan karena pandemi, tetapi semuanya lancar. Terletak di dekat stasiun Imbiah, memberikan akses mudah ke banyak atraksi. Layanan yang baik & cepat."
326,1650876066-326,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tay M. S. J.,24-Dec-21,8.5,Hotel ini dekat dengan tempat makan dan stasiun kereta api. Senang dengan saya tinggal!
327,1650876066-327,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Law Y. F.,17-Dec-21,6.4,"1. Unit AC terlalu berisik sehingga mengganggu tidur malam, bahkan menurunkan kecepatan kipas ke terendah. 2. Mengubah saluran TV terlalu lambat ditanggapi oleh remote control! 3. Anak tetangga berteriak sepanjang malam dan pintu sepertinya tidak ada tujuan isolasi suara sama sekali!"
328,1650876066-328,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Elvina E.,17-Dec-21,9,"Semuanya baik-baik saja, kecuali proses check-in. Menunggu hampir 3 jam sejak saya mendapatkan nomor antrian saya pada jam 1 siang. 3 loket dibuka tetapi hanya 1 loket yang melayani antrian. Jika Anda ingin check-in di hotel ini, sebaiknya lakukan setelah jam 6 sore saat keramaian sudah berkurang dan kamar sudah siap."
329,1650876066-329,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Sophia M. K. E.,13-Dec-21,6.3,Menunggu 2 jam plus untuk check in dan 1 jam untuk kunci kamar.
330,1650876066-330,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Jessie K.,12-Dec-21,9.7,"Saya terkesan dengan staf di meja depan. Tamu yang datang dari pagi hingga sore hari kewalahan, tetapi mereka tetap tenang, menjawab pertanyaan kami dengan sabar dan mengatasi rasa frustrasi kami dengan senyum lembut. Saya tidak mengambil nama mereka tetapi check-in pada 9/12/21. Setiap tamu diberikan paket perawatan yang sangat rapi & dikuratori dengan tulus. Kamar besar, luas dan sangat bersih. Tempat tidur dan bantal yang sangat nyaman! Hotel yang sangat ramah lingkungan juga, dengan air minum dalam kotak karton, bukan botol plastik. Rumah tangga juga efisien. Pengalaman menginap yang sangat memuaskan & nyaman, terima kasih Hotel Michael!"
