web-scraper-order,web-scraper-start-url,user,date,rating,review
1650542487-353,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Ferdinand B.,4-Jul-15,6,Pelit akan konektifitas wifi yang sekarang sudah jadi kebutuhan. AC kamar tidak berfungsi dengan baik. Pelayanan handuk kolam ada yang tidak berbahasa English dengan baik. Lantai sekitar lobby basah dan terkesan kotor. Tidak tersedia taxi stand sehingga semua panggilan taxi kena biaya On Call.
1650542487-354,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Guest-bt12t9,9-Jun-15,9.4,Kamar yang nyaman dan besar dengan view laut
1650542487-355,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Anonim,26-Mar-15,4,"Kamar minimalis dalam arti pelit furniture, luas tapi kosong tidak ada sofa, furniture seadanya, kebersihan kurang, bau lembab/karpet kotor. kita menginap 2 malam, dalam 2 reservasi berbeda, sudah diberikan 2 lembar reservasi, namun tidak di cek, sehingga teregister 1 malam pertama, malam kedua tidak teregister, sehingga kunci kamar di block dan kamar tidak dibersihkan, lalu kita musti ke FO lagi untuk check-in ulang lagi. yang memuaskan hanya kolam renangnya saja tidak sesuai dengan ekspektasi saya (dibandingkan dengan hardrock bali yang pernah kami stay in beberapa kali)"
1650542487-356,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,anita d.,21-Mar-15,8,"Ranjang besar 1 kamar cukup untuk 2 dewasa 2 anak, USS dekat, cari makan juga tidak sulit banyak resto sekitar hotel"
1650542487-357,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Lina,20-Dec-19,9.7,"tempat yang bagus untuk anak-anak, kolam renangnya bagus"
1650542487-358,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Gold,26-Nov-19,6.3,Tidak ada yang istimewa dari kamar dan restoran. Resepsionis terlihat kesal jika saya mengajukan banyak pertanyaan meskipun saya seorang tamu dan pelancong yang memerlukan informasi 😠. Orang-orang bell memiliki sikap dan layanan yang lebih baik. Satu-satunya keuntungan untuk tinggal di sini adalah lokasi di dekat kami dan akuarium.
1650542487-359,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Mohd F. A. H.,15-Nov-19,8.5,"Great hotel, fasilitas luar biasa &amp; lokasi yang sangat baik !! jangan lupa staf yang ramah ..."
1650542487-360,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Farah A. B. A. A.,4-Nov-19,8.5,Sempurna. Sangat nyaman. Saya suka pandangan. Dan tentu saja staf mereka juga. Senang tinggal di sini
1650542487-361,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Daniel S.,1-Aug-19,5.1,"Layanan buruk, layanan seperti hotel melati tetapi sangat mahal dari harga. Staf berpendidikan tidak baik. Tidak disarankan tinggal di sini."
1650542487-362,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Melita U.,31-Jul-19,4.8,"Layanan sangat buruk .. mulai dari resepsionis, jauh dari ramah .. kebersihan kamar .. fasilitasnya seperti budget hotel atau hostel .. bagian terbaik, 2 jam sebelum saya check out, saya meminta petugas untuk mendinginkan icepack saya untuk bawa obat saya .. sementara saya ingin mengambil icepack, mereka tidak melakukan apa-apa .. bahkan dimasukkan ke dalam chiller, mereka tidak .. mereka memberi saya jawaban yang menyebalkan: karena tidak ada catatan untuk dimasukkan ke dalam freezer .. lebih baik pikirkan dua kali untuk memilih hotel ini untuk menginap"
1650542487-363,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Gandhi D.,13-Jun-19,9.4,"Kami menghabiskan 4 hari di sana dan itu bagus. Sarapannya ok, dan kolam renangnya luar biasa. Saya memesan kamar makan malam dan itu lezat meskipun agak mahal ($ 97 untuk 3 item)"
1650542487-364,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Hizra H.,4-Feb-19,6.4,"Kamarnya tidak sebagus hotel lain yang pernah saya kunjungi. Hanya kolam renang hotel yang luar biasa. Jika Anda memiliki banyak hal untuk dilakukan di resor ini, saya sarankan Anda untuk mencari hotel lain yang lebih murah, karena Anda tidak akan dapat menikmati kolam renang hotel, dan tidak sepadan untuk menghabiskan banyak uang hanya untuk tinggal di sini hotel. Masih ada hotel murah yang mereka miliki di rws. Secara keseluruhan, itu tidak layak untuk menghabiskan uang sebanyak itu untuk tinggal di sini."
1650542487-372,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Hendry,8-Dec-18,9.4,Kolam renang luar biasa dan pengalaman menyenangkan berada di area Sentosa.
1650542487-373,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Ferry R.,12-Jan-18,6.5,"Kami sampai di 2,35. Mereka mengatakan kepada kami untuk menunggu sampai 3,30 untuk mencoba check-in lagi karena hanya memiliki kamar menghadap kolam renang yang harus meng-upgrade $ 20 ++ per malam. Saya meminta cek waktu adalah setelah 3 maka 3 dapat check in. Mereka menginformasikan setelah 3 sarana 3,30 atau 4 atau tergantung pada ketersediaan kamar. Lalu kita tunggu tapi nanti saya tanya lagi kalau tidak punya ukuran kembar bisa membantu saya menemukan tempat tidur ukuran king karena saya perlu merebus air membuat susu untuk anak-anak saya. Akhirnya akhirnya mereka membantu saya menemukan lagi dan kita bisa check in. Jadi don &#39; t berharap bisa lebih awal check in di hard rock. Bedsheet Layanan kamar tidak change.they hanya membuat tempat tidur. Kami tinggal di sana untuk total 3night (tempat tidur kembar). Salah satu bedsheet sebenarnya sedikit kasar sehingga kita bisa merasakan diffference.total 3 hari bedsheet masih sama setelah mereka membuat ruangan. Tapi karena masih bersih anak-anak saya tidak kotor lembar sehingga kita tidak mengeluh kepada rumah tangga"
1650542487-374,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Chung C.,13-Dec-17,9.1,Area kolam sangat besar dan bersih
1650542487-375,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Luzviminda Q.,2-Dec-17,9.7,Kami harap ulasan ini dapat membantu Anda merencanakan perjalanan. Saya akan merekomendasikan hotel Anda kepada teman-teman saya.
1650542487-376,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Tey L. K.,22-Oct-17,6.9,Pagi sekitar pukul 9 pagi sudah bel untuk urusan rumah tangga. Mengganggu anak-anak saya yang masih tidur
1650542487-377,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hard-rock-hotel-1000000504686?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000504686.Resorts%20World%20Sentosa%20-%20Hard%20Rock%20Hotel.2,Nandhika N.,15-Oct-17,9.7,Tempat yang bagus untuk tinggal terutama jika Anda berencana untuk pergi ke Sentosa atraksi
